Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average
Peru,PER,,,,,,,,,,,,,,,,,,,,,,,15203.14,14124.54,20339.34,15044.39,21777.48,36533.47,15439.41,22499.56,26410.39,34341.47,35966.3,34832.08,44882.08,53312.79,55252.41,58147.52,55501.47,50187.32,51744.75,52030.16,54777.55,58731.03,66768.7,76060.61,88643.19,102170.98,120550.6,120822.99,147527.63,171761.74,192650.02,201175.54,200786.25,189802.98,191898.1,211007.98,222597.01,228346.01,201409.69,226354.28,246488.76,267603.25,102416.78
Philippines,PHL,7515.89,8171.19,4954.59,5505.02,5953.76,6517.35,7189.02,7724.87,8632.75,9571.8,7559.12,8375.08,9067.82,11412.45,15607.88,16875.24,19381.06,22283.11,25762.22,31218.3,36848.08,40499.39,42206.01,37759.18,35730.19,34961.49,33987.21,37791.49,43152.13,48513.77,50508.29,51784.14,60422.33,62036.53,73159.34,84644.33,94648.08,94106.32,74492.42,85640.17,83669.79,78921.23,84307.35,87039.09,95002.0,107419.98,127652.93,155980.41,181624.63,175974.76,208368.89,234216.73,261920.54,283902.83,297483.56,306445.87,318627.0,328480.74,346841.9,376823.4,361751.15,394087.36,404353.37,437146.37,110940.8
Palau,PLW,,,,,,,,,,,11.56,12.71,13.96,15.33,16.85,18.52,20.36,22.31,24.53,27.0,29.73,32.73,36.03,39.66,44.81,51.03,58.11,66.17,75.35,85.8,97.7,106.56,104.77,96.46,106.14,121.02,137.49,143.86,149.08,144.21,149.54,159.45,162.67,154.56,166.39,191.05,193.68,200.9,201.17,190.0,188.17,198.87,215.76,224.27,245.73,287.22,305.4,292.35,288.16,281.83,261.18,229.86,242.33,263.02,133.4
Papua New Guinea,PNG,230.5,244.83,261.18,275.97,305.31,344.18,390.99,441.73,485.18,551.26,645.57,717.75,858.76,1299.08,1467.42,1356.6,1511.84,1640.75,1947.88,2293.76,2545.81,2498.19,2368.72,2562.35,2552.66,2423.34,2648.0,3143.85,3656.18,3546.47,3219.73,3787.39,4377.98,4974.55,5502.79,4636.06,5155.31,4936.62,3789.44,3477.04,3521.34,3081.02,2999.51,3536.41,3927.16,4865.89,8354.91,9545.03,11670.89,11619.46,14250.79,17985.14,21295.17,21261.34,23210.82,21723.44,20758.88,22742.7,24109.78,24751.07,23848.45,26113.33,31603.62,30932.5,7449.71
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65977.75,85500.94,94337.05,96043.16,110803.64,142293.78,160193.24,159358.18,174685.79,170030.66,172220.45,190905.49,199070.45,217828.66,255107.25,306145.94,344626.67,429020.76,533599.78,439731.59,475696.61,524374.18,495230.52,515761.95,539080.48,477111.29,470024.6,524641.25,588779.8,596058.47,599442.73,681346.08,689763.33,811229.1,362824.17
Pre-demographic dividend,PRE,22009.96,23330.57,25039.97,26565.25,29004.3,30896.55,33638.65,33207.02,35485.61,39108.21,45057.74,43666.47,51728.98,63440.94,88901.76,102063.31,122012.17,132694.59,149022.89,188495.6,236812.27,335076.02,315591.55,260933.45,245862.42,254696.13,218052.5,235233.46,244849.8,245877.51,411261.4,222301.16,171870.41,182134.32,189980.29,279730.0,337881.52,371751.57,393137.1,244884.67,282743.06,268398.13,308709.46,336310.59,419004.38,521959.8,656227.26,793488.29,989251.02,896733.06,1047586.13,1213699.21,1319408.23,1448620.26,1535536.22,1305833.01,1163168.93,1214614.49,1353360.01,1427162.96,1309584.19,1435824.21,1639586.87,1562533.9,486447.37
Puerto Rico,PRI,1691.9,1865.1,2094.4,2333.6,2570.5,2881.5,3170.5,3532.7,3941.7,4460.7,5034.7,5646.8,6328.9,7002.4,7684.8,8198.3,8968.6,9910.9,11165.0,12750.0,14436.1,15955.7,16764.2,17276.6,19162.6,20289.2,22009.3,24025.8,26385.8,28161.2,30603.92,32287.03,34630.43,36922.46,39690.63,42647.33,45340.83,48187.04,54086.4,57841.0,61701.8,69208.4,71623.5,74827.4,80322.31,83914.52,87276.16,89524.13,93639.3,96385.6,98381.3,100351.7,101564.8,102450.0,102445.8,103375.5,104336.7,103445.5,100958.1,105126.4,103130.9,106426.6,113567.2,117902.3,47028.48
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,3339.15,3573.72,3835.88,4084.25,4429.2,4901.71,5370.11,6002.61,6644.69,7287.56,8108.24,9201.6,11239.12,15090.56,17512.39,19347.61,20332.83,21439.52,23487.61,26622.82,32896.52,31977.28,30527.75,27239.65,25217.97,27115.81,38745.9,48182.93,56347.25,60594.09,78713.86,89233.6,107592.1,95009.75,99688.64,118122.01,122630.09,117016.54,123946.33,127470.39,118605.19,121604.11,134795.57,165226.18,189382.12,197253.88,208756.45,240496.15,263416.39,244667.76,238113.0,245117.99,216224.24,226433.86,229901.96,199394.07,206426.15,221357.87,242313.12,239986.92,229031.86,255534.84,255196.66,287080.01,107131.81
Paraguay,PRY,288.88,322.05,360.7,383.9,408.35,443.59,465.89,492.67,517.65,556.29,594.61,664.57,769.04,995.53,1333.48,1511.42,1698.96,2092.16,2559.86,3416.78,4448.09,5624.52,5419.41,5673.25,4502.46,3282.45,3723.99,3971.04,4255.68,4757.73,5812.11,6984.37,7157.42,7249.53,7870.98,9062.13,9788.39,9965.23,9260.48,8837.07,8855.71,8495.81,7196.26,7691.37,9624.44,10737.5,13429.43,17856.39,24615.27,22355.15,27260.89,33756.24,33271.92,38501.12,40377.93,36211.45,36089.7,38997.13,40225.45,37925.34,35432.18,39950.9,41952.91,42956.26,12520.15
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843.3,3282.8,3409.6,3759.8,4067.8,4271.2,4313.6,4003.7,3555.8,3968.0,4603.1,5125.7,5348.3,5815.7,7310.4,8085.7,9681.5,11186.1,12208.4,13515.5,13989.7,13972.4,15405.4,16128.0,16276.6,17133.5,15531.7,18109.0,19165.5,17396.3,9448.8
Pacific island small states,PSS,,,,,,,,,,,426.57,480.21,569.52,763.53,1045.24,1147.85,1145.58,1204.23,1380.35,1661.09,1890.46,1955.9,1925.21,1843.16,1938.21,1862.27,2030.42,1986.32,2046.49,2132.74,2385.29,2529.76,2777.2,2916.39,3414.85,3706.47,3971.73,3981.61,3432.25,3744.36,3448.22,3391.89,3556.82,4239.65,4876.72,5412.75,5680.72,6259.15,6702.84,6043.0,6646.64,7754.56,8219.73,8544.64,9290.03,9082.59,9532.2,10290.48,10791.46,10729.09,9505.06,9493.81,10316.3,11232.23,4506.22
Post-demographic dividend,PST,1036274.69,1103925.64,1194311.6,1285064.65,1403989.31,1526736.67,1670424.76,1785258.17,1936323.33,2133204.3,2340108.5,2597616.14,3016276.76,3648120.15,4075783.65,4568148.73,4955763.03,5599507.66,6745439.7,7750541.65,8577409.48,8676801.76,8637494.47,8963210.61,9364088.66,9858837.24,12051302.32,13971558.42,15737315.37,16431788.37,18436214.58,19448540.09,20866668.16,21022428.86,22513635.05,24977031.82,25095363.06,24601931.86,24708127.11,25945456.94,26398822.85,26143738.58,27268490.86,30570527.94,33970525.84,35741585.55,37604152.31,41042492.73,43475365.27,40925526.16,42685593.91,45847684.27,45779692.96,46270713.14,47207349.84,44669765.04,45693398.99,47667106.35,50504305.92,51018795.01,50004904.33,55588775.18,56564201.3,59851800.98,22386770.92
French Polynesia,PYF,,,,,,176.53,215.66,220.98,259.59,242.94,254.04,296.87,326.43,431.25,555.34,690.32,732.29,793.2,1005.57,1215.03,1320.42,1234.74,1235.9,1284.18,1325.52,1448.28,2212.03,2677.98,2723.5,2731.68,3320.16,3410.08,3713.79,3544.61,3676.12,4186.99,4166.07,3762.86,3903.19,3911.6,3599.85,3573.81,3965.41,4927.78,5564.11,5705.05,5878.0,6631.16,7136.74,6584.56,6086.64,6203.94,5692.86,6031.83,6152.0,5325.85,5497.04,5833.35,6135.12,6022.28,5792.55,6150.64,5814.66,,3336.4
Qatar,QAT,,,,,,,,,,,301.79,387.7,510.26,793.89,2401.4,2512.77,3284.27,3617.56,4052.0,5632.96,7829.17,8661.26,7596.7,6467.58,6704.4,6153.3,5053.02,5446.43,6038.19,6487.91,7360.44,6883.52,7646.15,7156.59,7374.45,8137.91,9059.34,11297.8,10255.5,12393.13,17759.89,17538.46,19363.74,23533.79,31734.07,44530.49,60882.14,79712.09,115270.05,97798.35,125122.31,167775.27,186833.5,198727.64,206224.6,161739.96,151732.18,161099.12,183334.95,176371.27,144411.36,179732.01,235770.4,,55933.87
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,38067.57,40424.53,41450.78,38247.88,28850.63,25121.67,26361.16,30072.81,37430.16,36937.07,35575.21,41696.09,35953.16,37253.74,40395.12,46065.5,57806.38,74973.66,98454.38,122023.74,174588.78,214317.2,174102.27,170029.36,192613.58,179132.89,189789.26,199713.78,177883.88,185287.63,210147.16,243316.03,251017.8,251362.51,285810.24,298891.52,351002.58,126545.07
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554828.66,506631.3,517014.45,517962.96,460290.56,435083.71,395077.3,395537.19,391724.89,404928.95,270955.49,195907.13,259710.14,306602.07,345470.49,430347.42,591016.69,764015.97,989932.07,1299703.48,1660848.06,1222645.9,1524916.72,2045922.75,2208293.55,2292470.08,2059241.59,1363482.18,1276786.35,1574199.36,1657328.77,1693115.0,1493075.89,1843392.29,2266029.24,2021421.48,1062108.61
Rwanda,RWA,119.0,122.0,125.0,128.0,130.0,148.8,124.53,159.56,172.2,188.7,219.9,222.95,246.46,290.75,308.46,571.86,637.75,746.65,905.71,1109.35,1254.77,1407.06,1407.24,1479.69,1587.41,1715.63,1944.71,2157.43,2395.49,2405.02,2550.19,1911.6,2029.03,1971.53,753.64,1293.54,1382.33,1851.56,1989.34,2157.11,2068.84,1966.6,1966.0,2138.24,2376.5,2933.82,3319.78,4070.51,5179.85,5674.48,6124.76,6884.91,7654.76,7819.96,8238.97,8543.76,8695.27,9252.83,9637.9,10349.3,10174.39,11069.28,13316.16,14097.77,3216.82
South Asia,SAS,47274.33,50467.43,53905.76,60496.39,69320.09,74300.33,61634.14,67988.91,71642.5,78860.21,85149.25,90601.67,91337.92,104513.55,126550.86,135367.22,131873.61,152699.72,173796.33,194667.47,235543.38,250076.71,258727.22,273881.79,272607.07,296435.46,313955.15,348601.87,374584.21,378016.94,406963.35,362063.21,384521.58,380890.16,432085.56,479585.5,524681.3,550408.82,558117.07,597995.28,647681.67,662513.57,695456.01,811668.77,941600.86,1075831.39,1220740.37,1536036.85,1559693.61,1702714.96,2082357.81,2294090.94,2327938.85,2389895.07,2614915.53,2733618.96,3011037.04,3433921.31,3534066.86,3658209.77,3493120.73,4079882.76,4327288.98,4475567.64,1014250.62
Saudi Arabia,SAU,1748.12,1920.81,2130.61,2207.39,2371.81,2647.96,2920.56,3257.02,4187.78,4485.78,5377.33,7184.81,9664.27,14947.44,45412.96,46773.21,64005.67,74188.99,80266.52,111858.44,164539.66,184291.36,153240.31,129171.64,119624.86,103897.85,86961.92,85695.86,88256.07,95344.46,117630.17,132223.23,137087.85,132967.96,135174.9,143343.12,158662.48,165963.68,146775.47,161717.07,189514.93,184137.6,189605.87,215807.73,258742.13,328459.61,376900.13,415964.51,519796.8,429097.87,528207.2,676634.67,741849.87,753864.53,766605.87,669484.27,666000.0,714994.67,846583.73,838564.8,734271.2,874156.0,1108571.47,1067582.93,269148.84
Sudan,SDN,1127.01,1223.56,1329.02,1352.01,1389.08,1447.7,1485.34,1608.33,1678.74,1848.56,2101.44,2289.66,2484.48,3079.02,3961.21,4825.86,6016.67,7503.45,8138.46,8421.68,8951.8,10751.16,8735.29,8230.15,10447.62,8075.35,10092.2,12093.33,14372.56,21408.11,33641.22,44168.92,7031.91,8881.01,12793.79,13830.36,9018.3,11681.18,11250.22,10682.03,12257.3,15716.36,18137.13,21355.3,26646.01,35182.71,45263.83,59440.14,64833.08,51621.04,58962.98,55018.57,37632.92,43024.02,49516.75,51726.76,42630.38,41283.62,32333.78,32338.08,27034.59,34229.51,51666.88,109327.02,21197.29
Senegal,SEN,1003.69,1058.98,1085.48,1122.14,1188.93,1210.06,1246.91,1246.48,1309.38,1245.23,1297.41,1339.55,1620.86,1863.4,2099.33,2830.39,2869.78,2938.05,3280.35,4084.88,4510.11,4095.89,4013.95,3569.36,3485.17,3818.94,5392.09,6487.35,6418.42,6366.04,7390.97,7255.21,7769.82,7367.99,5034.59,6326.34,6559.71,6041.48,6505.61,6592.83,6013.19,6507.82,7006.4,8768.72,10076.82,11009.03,11697.92,13994.22,16853.99,16145.87,16121.32,17814.28,17660.87,18918.67,19797.25,17774.77,19040.31,20996.56,23116.7,23404.0,24530.51,27520.78,27619.48,31013.99,8817.92
Singapore,SGP,704.75,764.63,826.24,917.61,894.15,974.64,1096.43,1238.04,1425.71,1659.89,1920.57,2263.79,2721.44,3696.21,5221.53,5633.67,6327.08,6618.59,7517.18,9296.92,11896.26,14175.23,16084.25,17784.11,19749.36,19156.53,18586.75,20919.22,25371.46,30465.36,36144.34,45466.16,52131.32,60603.82,73688.72,87812.54,96293.09,100123.79,85728.21,86286.85,96076.54,89793.79,92538.37,97646.4,115033.59,127807.85,148627.29,180941.7,193617.32,194150.28,239807.98,279356.5,295092.89,307576.36,314863.58,307998.55,319053.94,343257.16,376892.7,376901.65,349488.38,434111.56,498474.54,501427.5,113448.79
Solomon Islands,SLB,,,,,,,,25.2,28.08,28.61,,50.06,40.61,55.27,84.54,74.62,83.1,93.15,111.03,151.28,182.85,193.75,192.9,181.22,181.57,165.52,147.62,155.13,176.49,172.88,214.88,227.54,269.03,300.75,402.84,469.44,510.59,526.55,457.58,488.02,419.84,409.51,346.41,417.67,468.01,552.86,617.26,695.3,776.34,805.56,898.13,1063.9,1185.22,1285.91,1335.57,1307.91,1379.49,1469.79,1615.48,1619.16,1536.15,1522.79,1566.36,1631.29,560.15
Sierra Leone,SLE,322.15,327.98,342.87,348.7,372.01,359.52,375.63,348.9,329.99,408.85,434.58,419.5,465.25,575.47,648.94,679.35,594.81,692.08,960.77,1109.34,1100.48,1114.93,1295.0,995.28,1087.45,856.89,490.18,660.11,1055.08,932.97,649.64,780.1,680.0,768.81,911.92,870.76,941.74,850.22,672.38,669.38,635.87,1074.85,1236.24,1369.69,1430.22,1627.06,1862.12,2126.68,2451.9,2419.01,2578.16,2932.27,3789.25,4920.34,5015.18,4252.03,3862.72,3719.44,4085.11,4076.58,4062.91,4249.23,4094.56,3809.83,1549.71
El Salvador,SLV,,,,,,877.72,929.52,976.2,1009.76,1049.4,1132.92,1186.12,1263.72,1442.32,1665.88,1884.12,2328.28,2941.64,3127.96,3463.64,3573.96,3437.2,3399.19,3506.35,3661.68,3800.37,3771.66,3958.05,4189.88,4372.22,4817.54,5252.34,5813.4,6680.27,7679.38,8921.95,9586.33,10221.71,10936.67,11284.2,11784.93,12282.53,12664.19,13243.89,13724.81,14698.0,15999.89,17011.75,17986.89,17601.62,18447.92,20283.78,21386.15,21990.96,22593.47,23438.24,24191.43,24979.19,26020.85,26881.14,24921.19,29043.14,31988.92,34015.62,10869.9
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.1,1005.16,1077.41,1168.27,1464.33,1723.75,1785.85,1908.17,2185.87,2393.44,2056.13,1881.19,1813.72,1604.7,1678.74,1673.91,1419.4,1468.34,1528.62,1655.35,1616.19,1541.25,1855.38,,,1635.4
Somalia,SOM,180.46,191.66,203.53,216.15,229.53,243.73,257.38,271.78,286.72,306.36,347.99,347.04,447.88,483.7,572.5,757.02,871.34,498.55,564.57,589.57,602.52,699.3,774.58,735.41,787.43,875.7,916.59,1018.97,1051.6,1181.36,1031.28,717.97,709.3,1260.13,1481.21,1534.76,1792.23,2191.75,2962.05,3045.75,3412.8,2252.85,2192.68,2836.72,3859.59,4683.25,5026.74,5430.71,5913.62,2948.59,2687.81,2906.0,4041.7,5836.02,6537.36,6984.95,7390.8,8252.39,8278.21,9420.43,9204.14,9838.71,10419.54,11679.8,2738.64
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19374.91,20302.15,16832.6,21818.01,25676.49,19457.98,19388.66,6875.85,12960.55,17120.91,22482.37,26141.97,27683.23,32482.07,43170.99,52194.22,45162.89,41819.47,49258.14,43309.25,48394.24,47062.2,39655.95,40692.66,44179.08,50640.66,51514.24,53356.48,63101.04,63563.41,75187.13,36801.93
Sub-Saharan Africa (excluding high income),SSA,33090.21,34977.87,37290.53,40204.67,43801.44,47294.33,51087.67,52466.54,55815.75,62314.47,70436.67,71791.05,80983.19,103240.92,131389.9,144581.34,157959.27,171680.24,190571.67,227962.1,290218.14,402288.46,371770.08,334284.65,299763.71,284674.94,265263.73,298330.15,312818.8,316929.21,373310.03,401440.14,362732.36,368788.82,377141.07,479946.74,535109.49,564078.28,565282.34,403403.92,427688.18,409106.82,445363.67,561066.95,696791.13,826950.42,975498.43,1129464.14,1280460.47,1223187.0,1447125.75,1626613.55,1689385.83,1796174.73,1872887.52,1667230.59,1520442.53,1624180.27,1779124.61,1828592.24,1714838.25,1931278.04,2059044.97,2030607.75,655931.54
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586.25,12231.26,14602.07,14907.31,11931.47,18426.47,13962.21,11997.8,,,,,,,,,14080.6
Sub-Saharan Africa,SSF,33100.58,34987.54,37301.16,40216.48,43814.56,47307.33,51101.23,52480.18,55828.4,62326.88,70450.51,71808.6,81009.35,103271.92,131425.2,144620.56,157998.92,171735.22,190647.82,228080.24,290362.86,402431.92,371908.93,334425.21,299912.18,284844.53,265479.04,298589.91,313116.66,317250.59,373699.39,401833.87,363195.31,369295.61,377661.28,480489.47,535646.19,564679.17,565932.1,404070.84,428346.16,409772.9,446110.43,561821.5,697688.29,827932.29,976583.73,1130543.91,1281440.07,1224037.91,1448107.37,1627672.47,1690475.24,1797507.89,1874275.1,1668662.99,1522011.05,1625855.64,1780908.93,1830460.93,1716220.81,1932765.21,2061102.94,2032749.2,656521.73
Small states,SST,,,,,,,,,,,4466.74,5000.43,5807.5,7469.62,10181.29,10730.99,12168.15,14608.24,16966.31,20881.58,27438.52,27861.83,27745.5,27080.52,28011.43,28142.76,29954.8,35074.15,38433.8,39127.76,44747.77,46967.03,50718.22,50463.65,53830.92,61225.93,64221.54,67849.32,69616.68,73166.39,76825.03,77134.38,83440.93,98713.95,114440.63,128662.95,144640.14,169972.57,185058.11,164140.72,174536.27,195163.54,196184.99,203747.88,210645.33,195342.7,202183.6,222189.52,240866.9,243792.42,219068.22,254207.33,281850.78,298978.25,99661.97
Sao Tome and Principe,STP,,,,,,,,,,,37.21,37.29,41.43,56.01,57.82,60.1,52.04,49.21,55.04,65.76,81.66,83.5,80.31,75.11,78.21,82.73,115.93,115.95,99.0,98.55,119.3,107.48,94.86,125.74,131.34,103.7,135.19,91.92,72.29,77.3,76.2,75.95,85.17,102.09,114.58,136.45,142.78,149.15,188.02,200.67,190.02,226.46,229.37,267.04,293.12,260.0,292.27,322.0,383.72,412.98,471.23,524.4,542.69,603.24,162.44
Suriname,SUR,99.65,107.7,116.15,125.95,134.4,154.15,190.35,220.7,241.35,259.65,274.9,301.0,311.95,339.45,409.85,465.5,505.5,641.5,735.5,782.5,795.0,889.0,915.0,883.5,864.0,873.0,891.0,980.0,1161.0,542.6,388.4,448.1,404.6,428.76,605.49,691.59,861.37,926.42,1110.85,886.29,947.67,834.28,1093.57,1274.19,1484.09,1793.41,2626.38,2936.61,3532.97,3875.41,4368.37,4422.28,4980.0,5145.76,5240.61,5126.24,3317.42,3591.68,3996.2,4016.04,2911.81,3081.4,3620.99,3782.44,1561.93
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747.38,14272.2,15495.51,16520.68,20162.94,25840.15,27925.04,27706.03,29856.0,30463.67,29242.56,30778.78,35297.79,46919.97,57437.44,62808.72,70767.34,86563.99,100879.9,89399.3,91162.84,99922.69,94623.73,98935.22,101437.05,88900.88,89952.7,95649.97,106137.92,105711.68,106737.87,118563.27,115584.74,132793.62,66976.46
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19817.92,14444.21,14267.11,14439.02,16389.1,21352.22,21507.23,20763.1,22146.23,22711.38,20289.63,20876.31,23489.89,29634.71,34414.78,36206.4,39481.05,48067.4,55779.43,50567.73,48208.24,51583.87,46577.79,48415.66,49997.19,43107.51,44766.72,48589.1,54177.88,54386.65,53734.53,61832.2,60063.48,68216.78,37655.95
Sweden,SWE,15953.2,17354.78,18821.35,20371.67,22718.43,25000.19,27194.14,29517.68,31323.28,34016.62,38092.45,41566.41,48954.15,59404.97,66013.34,82885.4,89362.07,94468.74,104442.35,123386.41,142092.07,129686.94,114380.56,105014.36,109201.36,114123.54,150498.06,183009.64,206986.67,217948.32,261846.19,274229.03,284321.12,212953.34,229033.57,267305.88,291743.81,268146.14,270809.07,274072.18,262835.45,242395.85,266849.06,334337.21,385118.04,392218.09,423093.44,491252.59,517706.15,436537.01,495812.56,574094.11,552483.73,586841.82,581964.02,505103.78,515654.67,541018.75,555455.37,533879.53,547054.17,639714.96,590409.59,593267.7,260364.8
Eswatini,SWZ,35.08,43.03,45.93,54.13,64.98,70.28,76.86,74.76,79.8,105.42,112.14,136.46,146.74,221.92,264.32,288.3,272.55,304.06,340.63,412.09,541.98,570.77,537.57,555.34,494.48,360.08,449.14,584.13,692.03,696.92,1114.69,1156.14,1284.76,1357.19,1419.29,1698.99,1602.74,1716.71,1576.91,1547.89,1738.09,1542.48,1432.22,2197.6,2770.08,3178.11,3291.33,3469.38,3294.08,3580.43,4438.77,4820.48,4886.55,4597.55,4422.99,4063.25,3816.02,4402.97,4666.6,4495.27,3982.24,4850.84,4790.92,4597.86,1756.77
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.09,985.87,1022.91,1361.81,1417.89,1427.02,1353.21,1259.2,1407.88,1236.43,1353.07,1537.09,1623.17,1301.66
Seychelles,SYC,12.01,11.59,12.64,13.92,15.39,15.6,16.44,16.63,16.07,16.45,18.43,21.97,30.65,36.9,43.13,47.8,49.28,64.53,85.55,127.26,156.78,163.75,157.21,156.1,160.99,179.69,221.15,265.21,301.99,324.33,392.16,398.31,461.41,504.23,517.57,540.73,535.25,598.97,647.29,662.84,654.21,662.06,742.13,750.85,893.01,977.9,1081.44,1077.31,979.6,850.9,981.62,1058.92,1089.41,1333.16,1387.58,1432.4,1568.51,1675.37,1784.31,1868.69,1382.55,1487.17,2057.97,2141.45,592.76
Syrian Arab Republic,SYR,857.7,945.24,1110.57,1200.45,1339.49,1472.04,1342.29,1580.23,1753.75,2245.01,2140.38,2589.85,3059.68,3239.49,5159.56,6826.98,7633.53,7696.01,9275.2,9929.68,13062.42,15518.2,16298.93,17589.28,17503.08,16403.54,13293.21,11356.22,10577.04,9853.4,12308.62,12981.83,13253.57,13695.96,10122.02,11396.71,13789.56,14505.23,15200.85,15873.88,18937.05,20237.02,20669.36,21828.14,25086.95,28858.97,33751.79,40465.32,52557.91,54111.74,61390.83,67539.43,43190.32,21361.25,21502.06,16466.86,12597.85,16369.84,21497.78,22583.05,11155.89,8980.06,,,15921.29
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.74,366.71,409.75,485.6,578.65,721.89,773.49,862.68,703.18,686.79,728.79,727.16,754.24,841.07,942.07,1032.45,1028.94,1128.75,1177.29,774.65,1045.78,1228.79,1402.05,815.63
Chad,TCD,313.58,333.98,357.64,371.77,392.25,416.93,432.79,449.83,453.98,471.64,469.27,501.87,585.43,647.2,652.53,864.6,866.04,935.36,1113.92,1004.32,1033.0,876.94,834.37,832.42,919.1,1033.07,1067.83,1163.43,1482.6,1433.69,1738.61,1877.14,1881.85,1463.25,1179.84,1445.92,1607.35,1544.69,1744.79,1534.67,1388.51,1710.84,1997.01,2742.82,4422.86,6649.31,7428.7,8650.14,10393.83,9290.73,10668.1,12172.31,12367.36,12953.53,13940.77,10950.39,10097.78,10000.39,11239.17,11314.95,10715.4,11779.98,12396.81,13149.33,4011.73
East Asia & Pacific (IDA & IBRD countries),TEA,80685.25,71080.36,64831.02,70122.07,81001.31,94384.46,103261.89,100260.3,101361.17,113979.91,126925.82,136308.1,155206.09,195230.98,221266.22,248314.93,252480.82,290997.33,282442.1,327022.73,377278.09,402781.05,423018.66,442928.58,479908.25,525455.55,524069.71,518006.04,574989.85,621581.73,666023.75,722767.48,810543.82,889640.44,1070671.7,1320533.05,1516598.82,1568818.62,1431583.34,1576109.36,1734140.61,1844983.47,2041978.33,2311138.07,2679766.96,3104015.78,3738299.98,4726058.41,5979821.32,6483346.12,7890862.05,9638846.0,10746721.18,11855481.58,12784467.99,13306887.31,13597889.13,14862823.96,16619890.22,17192020.07,17465773.78,20814269.28,21087707.52,21124121.3,4112684.08
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985742.84,957406.8,1016696.53,998575.59,925302.96,922190.8,834356.41,923817.59,950432.34,980301.52,947639.11,821600.62,894544.26,909540.18,1022700.57,1258197.59,1628013.57,2039292.03,2466363.8,3172404.5,3926836.23,3113738.04,3657869.42,4450219.26,4646863.19,4915748.48,4644397.27,3627947.47,3486198.2,3909728.24,4077637.18,4159709.66,3900798.42,4623633.11,5220065.56,5466276.1,2568966.26
Togo,TGO,171.06,178.5,186.75,202.31,234.57,264.51,305.23,327.22,341.69,378.09,358.67,404.65,474.04,574.03,791.45,871.78,874.68,1097.89,1164.03,1259.37,1604.84,1359.03,1160.34,1081.39,1014.17,1076.6,1498.22,1763.98,1947.21,1910.64,2299.67,2262.77,2390.8,1741.94,1387.66,1849.11,2069.51,2116.82,2241.65,2226.58,2106.85,2093.5,2410.2,2987.98,3191.56,3221.91,3320.91,3759.96,4578.85,4721.89,4746.39,5422.44,5413.54,6021.73,6393.32,5755.46,6071.17,6387.42,7029.3,6992.7,7400.28,8342.24,8169.48,9171.26,2674.59
Thailand,THA,2760.75,3034.04,3308.91,3540.4,3889.13,4388.94,5279.23,5638.46,6081.01,6695.34,7086.54,7375.0,8177.87,10838.59,13703.0,14882.77,16985.21,19779.31,24006.57,27371.65,32353.51,34846.04,36589.77,40042.8,41797.65,38900.71,43096.77,50535.45,61667.25,72250.75,85343.19,98234.71,111452.75,128889.26,146683.78,169278.92,183035.24,150180.46,113675.6,126669.21,126392.22,120296.48,134300.9,152280.62,172895.69,189318.41,221758.3,262942.62,291382.98,281710.63,341104.77,370818.74,397558.33,420333.65,407339.04,401296.24,413366.35,456356.81,506754.21,543976.69,500461.9,506256.49,495645.21,514944.99,159216.23
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603.57,2550.94,1908.55,1646.62,1522.0,1231.56,1043.65,921.52,1320.2,1086.61,860.54,1080.77,1221.11,1555.32,2076.18,2312.35,2830.21,3719.52,5161.3,4979.47,5642.22,6522.76,7633.04,8448.41,9112.61,8271.43,6992.42,7536.4,7765.0,8300.81,8133.96,8937.81,10713.53,12060.6,4638.32
