game_name,country_name,game_season,discipline_title,event_title,event_gender,gold,silver,bronze,total_medals
Sydney 2000,United States,Summer,Swimming,4x200m freestyle relay women,Women,1.0,,,1.0
Sydney 2000,United States,Summer,Swimming,50m freestyle men,Men,1.0,,,1.0
Sydney 2000,United States,Summer,Swimming,50m freestyle women,Women,,,1.0,1.0
Sydney 2000,United States,Summer,Swimming,800m freestyle women,Women,1.0,,1.0,2.0
Sydney 2000,United States,Summer,Taekwondo,58 - 68 kg men,Men,1.0,,,1.0
Sydney 2000,United States,Summer,Tennis,doubles women,Women,1.0,,,1.0
Sydney 2000,United States,Summer,Tennis,singles women,Women,1.0,,1.0,2.0
Sydney 2000,United States,Summer,Water Polo,water polo women,Women,,1.0,,1.0
Sydney 2000,United States,Summer,Weightlifting,+75kg women,Women,,,1.0,1.0
Sydney 2000,United States,Summer,Weightlifting,48kg women,Women,1.0,,,1.0
Sydney 2000,United States,Summer,Wrestling,"bantamweight, freestyle (≤54 kilograms) men",Men,,1.0,,1.0
Sydney 2000,United States,Summer,Wrestling,"featherweight, freestyle (≤58 kilograms) men",Men,,,1.0,1.0
Sydney 2000,United States,Summer,Wrestling,"heavyweight, greco-roman (>97 kilograms) men",Men,,,1.0,1.0
Sydney 2000,United States,Summer,Wrestling,"middleweight, freestyle (≤76 kilograms) men",Men,1.0,,,1.0
Sydney 2000,United States,Summer,Wrestling,"middleweight, greco-roman (≤76 kilograms) men",Men,,1.0,,1.0
Sydney 2000,United States,Summer,Wrestling,"super-heavyweight, greco-roman (≤130 kilograms) men",Men,1.0,,,1.0
Sydney 2000,United States,Summer,Wrestling,"welterweight, freestyle (≤69 kilograms) men",Men,,,1.0,1.0
Sydney 2000,Uruguay,Summer,Cycling Track,points race men,Men,,1.0,,1.0
Sydney 2000,Uzbekistan,Summer,Boxing,60-63.5kg lightwelterweigh men,Men,1.0,,,1.0
Sydney 2000,Uzbekistan,Summer,Boxing,75-81kg lightheavyweight men,Men,,,1.0,1.0
Sydney 2000,Uzbekistan,Summer,Boxing,91kg super heavyweight men,Men,,,1.0,1.0
Sydney 2000,Uzbekistan,Summer,Wrestling,"super-heavyweight, freestyle (≤130 kilograms) men",Men,,1.0,,1.0
Sydney 2000,Vietnam,Summer,Taekwondo,49 - 57 kg women,Women,,1.0,,1.0
Tokyo 1964,Argentina,Summer,Equestrian,individual mixed,Open,,1.0,,1.0
Tokyo 1964,Australia,Summer,Athletics,10000m men,Men,,,1.0,1.0
Tokyo 1964,Australia,Summer,Athletics,200m women,Women,,,1.0,1.0
Tokyo 1964,Australia,Summer,Athletics,400m women,Women,1.0,,1.0,2.0
Tokyo 1964,Australia,Summer,Athletics,80m hurdles women,Women,,,1.0,1.0
Tokyo 1964,Australia,Summer,Athletics,high jump women,Women,,1.0,,1.0
Tokyo 1964,Australia,Summer,Hockey,hockey men,Men,,,1.0,1.0
Tokyo 1964,Australia,Summer,Judo,open category men,Men,,,1.0,1.0
Tokyo 1964,Australia,Summer,Sailing,5.5m mixed,Open,1.0,,,1.0
Tokyo 1964,Australia,Summer,Swimming,100m freestyle women,Women,1.0,,,1.0
Tokyo 1964,Australia,Summer,Swimming,1500m freestyle men,Men,1.0,,1.0,2.0
Tokyo 1964,Australia,Summer,Swimming,200m breaststroke men,Men,1.0,,,1.0
Tokyo 1964,Australia,Summer,Swimming,200m butterfly men,Men,1.0,,,1.0
Tokyo 1964,Australia,Summer,Swimming,400m freestyle men,Men,,,1.0,1.0
Tokyo 1964,Australia,Summer,Swimming,4x100m freestyle relay men,Men,,,1.0,1.0
Tokyo 1964,Australia,Summer,Swimming,4x100m freestyle relay women,Women,,1.0,,1.0
Tokyo 1964,Australia,Summer,Swimming,4x100m medley relay men,Men,,,1.0,1.0
Tokyo 1964,Bahamas,Summer,Sailing,twoperson keelboat open star mixed,Open,1.0,,,1.0
Tokyo 1964,Belgium,Summer,Athletics,3000m steeplechase men,Men,1.0,,,1.0
Tokyo 1964,Belgium,Summer,Cycling Road,individual road race men,Men,,,1.0,1.0
Tokyo 1964,Belgium,Summer,Cycling Track,1km time trial men,Men,1.0,,,1.0
Tokyo 1964,Brazil,Summer,Basketball,basketball men,Men,,,1.0,1.0
Tokyo 1964,Bulgaria,Summer,Boxing,75-81kg lightheavyweight men,Men,,,1.0,1.0
Tokyo 1964,Bulgaria,Summer,Shooting,50m rifle 3 positions 3x40 shots men,Men,,1.0,,1.0
Tokyo 1964,Bulgaria,Summer,Wrestling,"featherweight, freestyle (≤63 kilograms) men",Men,,1.0,,1.0
Tokyo 1964,Bulgaria,Summer,Wrestling,"flyweight, greco-roman (≤52 kilograms) men",Men,,1.0,,1.0
Tokyo 1964,Bulgaria,Summer,Wrestling,"heavyweight, freestyle (>97 kilograms) men",Men,,1.0,,1.0
Tokyo 1964,Bulgaria,Summer,Wrestling,"light-heavyweight, freestyle (≤97 kilograms) men",Men,,,1.0,1.0
Tokyo 1964,Bulgaria,Summer,Wrestling,"light-heavyweight, greco-roman (≤97 kilograms) men",Men,1.0,,,1.0
Tokyo 1964,Bulgaria,Summer,Wrestling,"lightweight, freestyle (≤70 kilograms) men",Men,1.0,,,1.0
Tokyo 1964,Bulgaria,Summer,Wrestling,"middleweight, freestyle (≤87 kilograms) men",Men,1.0,,,1.0
Tokyo 1964,Bulgaria,Summer,Wrestling,"welterweight, greco-roman (≤78 kilograms) men",Men,,1.0,,1.0
Tokyo 1964,Canada,Summer,Athletics,100m men,Men,,,1.0,1.0
Tokyo 1964,Canada,Summer,Athletics,800m men,Men,,1.0,,1.0
Tokyo 1964,Canada,Summer,Judo,80kg heavyweight men,Men,,1.0,,1.0
Tokyo 1964,Canada,Summer,Rowing,pair without coxswain 2 men,Men,1.0,,,1.0
Tokyo 1964,Cuba,Summer,Athletics,100m men,Men,,1.0,,1.0
Tokyo 1964,Czech Republic,Summer,Artistic Gymnastics,balance beam women,Women,1.0,,,1.0
Tokyo 1964,Czech Republic,Summer,Artistic Gymnastics,individual all-round women,Women,1.0,,,1.0
Tokyo 1964,Czech Republic,Summer,Artistic Gymnastics,team competition women,Women,,1.0,,1.0
Tokyo 1964,Czech Republic,Summer,Artistic Gymnastics,vault women,Women,1.0,,,1.0
Tokyo 1964,Czech Republic,Summer,Athletics,1500m men,Men,,1.0,,1.0
Tokyo 1964,Czech Republic,Summer,Athletics,discus throw men,Men,,1.0,,1.0
Tokyo 1964,Czech Republic,Summer,Cycling Track,individual pursuit men,Men,1.0,,,1.0
Tokyo 1964,Czech Republic,Summer,Football,football men,Men,,1.0,,1.0
Tokyo 1964,Czech Republic,Summer,Rowing,double sculls 2x men,Men,,,1.0,1.0
Tokyo 1964,Czech Republic,Summer,Rowing,eight with coxswain 8 men,Men,,,1.0,1.0
Tokyo 1964,Czech Republic,Summer,Shooting,25m rapid fire pistol 60 shots men,Men,,,1.0,1.0
Tokyo 1964,Czech Republic,Summer,Volleyball,volleyball men,Men,,1.0,,1.0
Tokyo 1964,Czech Republic,Summer,Weightlifting,67.5-75kg middleweight men,Men,1.0,,,1.0
Tokyo 1964,Czech Republic,Summer,Wrestling,"middleweight, greco-roman (≤87 kilograms) men",Men,,1.0,,1.0
Tokyo 1964,Denmark,Summer,Canoe Sprint,c2 1000m canoe double men,Men,,,1.0,1.0
Tokyo 1964,Denmark,Summer,Cycling Road,individual road race men,Men,,1.0,,1.0
Tokyo 1964,Denmark,Summer,Cycling Track,individual pursuit men,Men,,,1.0,1.0
Tokyo 1964,Denmark,Summer,Rowing,four without coxswain 4 men,Men,1.0,,,1.0
Tokyo 1964,Denmark,Summer,Sailing,dragon mixed,Open,1.0,,,1.0
Tokyo 1964,Denmark,Summer,Sailing,finn - one person dinghy (heavyweight) men,Open,,,1.0,1.0
Tokyo 1964,Ethiopia,Summer,Athletics,marathon men,Men,1.0,,,1.0
Tokyo 1964,Finland,Summer,Artistic Gymnastics,vault men,Men,,,1.0,1.0
Tokyo 1964,Finland,Summer,Athletics,javelin throw men,Men,1.0,,,1.0
Tokyo 1964,Finland,Summer,Boxing,63.5-67kg welterweight men,Men,,,1.0,1.0
Tokyo 1964,Finland,Summer,Shooting,25m rapid fire pistol 60 shots men,Men,1.0,,,1.0
Tokyo 1964,Finland,Summer,Shooting,50m pistol 60 shots men,Men,1.0,,,1.0
Tokyo 1964,France,Summer,Athletics,4x100m relay men,Men,,,1.0,1.0
Tokyo 1964,France,Summer,Athletics,800m women,Women,,1.0,,1.0
Tokyo 1964,France,Summer,Boxing,67  71kg lightmiddleweight men,Men,,1.0,,1.0
Tokyo 1964,France,Summer,Canoe Sprint,c2 1000m canoe double men,Men,,1.0,,1.0
Tokyo 1964,France,Summer,Cycling Track,1km time trial men,Men,,,1.0,1.0
Tokyo 1964,France,Summer,Cycling Track,sprint individual men,Men,,,1.0,1.0
Tokyo 1964,France,Summer,Equestrian,individual mixed,Open,1.0,,,1.0
Tokyo 1964,France,Summer,Equestrian,team mixed,Open,,1.0,,1.0
Tokyo 1964,France,Summer,Fencing,foil individual men,Men,,1.0,1.0,2.0
Tokyo 1964,France,Summer,Fencing,foil team men,Men,,,1.0,1.0
Tokyo 1964,France,Summer,Fencing,sabre individual men,Men,,1.0,,1.0
Tokyo 1964,France,Summer,Fencing,épée team men,Men,,,1.0,1.0
Tokyo 1964,France,Summer,Rowing,pair-oared shell with coxswain men,Men,,1.0,,1.0
Tokyo 1964,France,Summer,Swimming,100m backstroke women,Women,,1.0,,1.0
Tokyo 1964,Germany,Summer,Artistic Gymnastics,team all-around men,Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Artistic Gymnastics,vault women,Women,,1.0,,1.0
Tokyo 1964,Germany,Summer,Athletics,20km walk men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Athletics,5000m men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Athletics,80m hurdles women,Women,1.0,,,1.0
Tokyo 1964,Germany,Summer,Athletics,decathlon men,Men,1.0,,1.0,2.0
Tokyo 1964,Germany,Summer,Athletics,discus throw women,Women,,1.0,,1.0
Tokyo 1964,Germany,Summer,Athletics,hammer throw men,Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Athletics,pole vault men,Men,,1.0,1.0,2.0
Tokyo 1964,Germany,Summer,Athletics,shot put women,Women,,1.0,,1.0
Tokyo 1964,Germany,Summer,Boxing,54-57kg featherweight men,Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Boxing,71-75kg men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Boxing,81kg heavyweight men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Canoe Sprint,c1 1000m canoe single men,Men,1.0,,,1.0
Tokyo 1964,Germany,Summer,Canoe Sprint,k2 1000m kayak double men,Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Canoe Sprint,k2 500m kayak double women,Women,1.0,,,1.0
Tokyo 1964,Germany,Summer,Canoe Sprint,k4 1000m kayak four men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Cycling Track,2000m tandem men,Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Cycling Track,team pursuit 4000m men,Men,1.0,,,1.0
Tokyo 1964,Germany,Summer,Diving,10m platform women,Women,,1.0,,1.0
Tokyo 1964,Germany,Summer,Diving,3m springboard women,Women,1.0,,,1.0
Tokyo 1964,Germany,Summer,Equestrian,individual mixed,Open,,1.0,1.0,2.0
Tokyo 1964,Germany,Summer,Equestrian,team mixed,Open,1.0,,1.0,2.0
Tokyo 1964,Germany,Summer,Fencing,foil individual women,Women,,1.0,,1.0
Tokyo 1964,Germany,Summer,Fencing,foil team women,Women,,,1.0,1.0
Tokyo 1964,Germany,Summer,Football,football men,Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Judo,68  80kg middleweight men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Judo,open category men,Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Rowing,eight with coxswain 8 men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Rowing,four-oared shell with coxswain men,Men,1.0,,,1.0
Tokyo 1964,Germany,Summer,Rowing,pair without coxswain 2 men,Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Rowing,single sculls 1x men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Sailing,dragon mixed,Open,,1.0,,1.0
Tokyo 1964,Germany,Summer,Sailing,finn - one person dinghy (heavyweight) men,Open,1.0,,,1.0
Tokyo 1964,Germany,Summer,Swimming,100m freestyle men,Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Swimming,400m freestyle men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Swimming,400m individual medley men,Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Swimming,4x100m freestyle relay men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Swimming,4x100m medley relay men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Swimming,4x200m freestyle relay men,Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Wrestling,"heavyweight, greco-roman (>97 kilograms) men",Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Wrestling,"light-heavyweight, greco-roman (≤97 kilograms) men",Men,,,1.0,1.0
Tokyo 1964,Germany,Summer,Wrestling,"lightweight, freestyle (≤70 kilograms) men",Men,,1.0,,1.0
Tokyo 1964,Germany,Summer,Wrestling,"middleweight, greco-roman (≤87 kilograms) men",Men,,,1.0,1.0
Tokyo 1964,Ghana,Summer,Boxing,60-63.5kg lightwelterweigh men,Men,,,1.0,1.0
Tokyo 1964,Great Britain,Summer,Athletics,20km walk men,Men,1.0,,,1.0
Tokyo 1964,Great Britain,Summer,Athletics,3000m steeplechase men,Men,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Athletics,400m hurdles men,Men,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Athletics,400m women,Women,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Athletics,4x100m relay women,Women,,,1.0,1.0
Tokyo 1964,Great Britain,Summer,Athletics,4x400m relay men,Men,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Athletics,50km walk men,Men,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Athletics,800m women,Women,1.0,,,1.0
Tokyo 1964,Great Britain,Summer,Athletics,long jump men,Men,1.0,,,1.0
Tokyo 1964,Great Britain,Summer,Athletics,long jump women,Women,1.0,,,1.0
Tokyo 1964,Great Britain,Summer,Athletics,marathon men,Men,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Athletics,pentathlon women,Women,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Equestrian,individual mixed,Open,,,1.0,1.0
Tokyo 1964,Great Britain,Summer,Fencing,épée individual men,Men,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Rowing,four without coxswain 4 men,Men,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Sailing,flying dutchman mixed,Open,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Swimming,100m freestyle men,Men,,1.0,,1.0
Tokyo 1964,Great Britain,Summer,Weightlifting,825  90kg total middleheavyweight men,Men,,1.0,,1.0
Tokyo 1964,Hungary,Summer,Artistic Gymnastics,floor exercises women,Women,,,1.0,1.0
Tokyo 1964,Hungary,Summer,Artistic Gymnastics,uneven bars women,Women,,1.0,,1.0
Tokyo 1964,Hungary,Summer,Athletics,hammer throw men,Men,,1.0,,1.0
Tokyo 1964,Hungary,Summer,Athletics,javelin throw men,Men,,1.0,,1.0
Tokyo 1964,Hungary,Summer,Athletics,javelin throw women,Women,,1.0,,1.0
Tokyo 1964,Hungary,Summer,Athletics,shot put men,Men,,,1.0,1.0
Tokyo 1964,Hungary,Summer,Canoe Sprint,k1 1000m kayak single men,Men,,1.0,,1.0
Tokyo 1964,Hungary,Summer,Fencing,foil individual women,Women,1.0,,,1.0
Tokyo 1964,Hungary,Summer,Fencing,foil team women,Women,1.0,,,1.0
Tokyo 1964,Hungary,Summer,Fencing,sabre individual men,Men,1.0,,,1.0
Tokyo 1964,Hungary,Summer,Fencing,épée team men,Men,1.0,,,1.0
Tokyo 1964,Hungary,Summer,Football,football men,Men,1.0,,,1.0
Tokyo 1964,Hungary,Summer,Modern Pentathlon,individual competition men,Men,1.0,,,1.0
Tokyo 1964,Hungary,Summer,Modern Pentathlon,team competition men,Men,,,1.0,1.0
Tokyo 1964,Hungary,Summer,Shooting,50m rifle 3 positions 3x40 shots men,Men,,,1.0,1.0
Tokyo 1964,Hungary,Summer,Shooting,50m rifle prone 60 shots men,Men,1.0,,,1.0
Tokyo 1964,Hungary,Summer,Water Polo,water polo men,Men,1.0,,,1.0
Tokyo 1964,Hungary,Summer,Weightlifting,56kg bantamweight men,Men,,1.0,,1.0
Tokyo 1964,Hungary,Summer,Weightlifting,75-82.5kg total lightheavyweight men,Men,,1.0,1.0,2.0
Tokyo 1964,Hungary,Summer,Wrestling,"featherweight, greco-roman (≤63 kilograms) men",Men,1.0,,,1.0
Tokyo 1964,Hungary,Summer,Wrestling,"heavyweight, greco-roman (>97 kilograms) men",Men,1.0,,,1.0
Tokyo 1964,India,Summer,Hockey,hockey men,Men,1.0,,,1.0
Tokyo 1964,Iran,Summer,Wrestling,"flyweight, freestyle (≤52 kilograms) men",Men,,,1.0,1.0
Tokyo 1964,Iran,Summer,Wrestling,"welterweight, freestyle (≤78 kilograms) men",Men,,,1.0,1.0
Tokyo 1964,Ireland,Summer,Boxing,57-60kg lightweight men,Men,,,1.0,1.0
Tokyo 1964,Italy,Summer,Artistic Gymnastics,floor exercises men,Men,1.0,,,1.0
Tokyo 1964,Italy,Summer,Artistic Gymnastics,parallel bars men,Men,,,1.0,1.0
Tokyo 1964,Italy,Summer,Artistic Gymnastics,rings men,Men,,1.0,,1.0
Tokyo 1964,Italy,Summer,Athletics,400m hurdles men,Men,,,1.0,1.0
Tokyo 1964,Italy,Summer,Athletics,50km walk men,Men,1.0,,,1.0
Tokyo 1964,Italy,Summer,Boxing,51kg flyweight men,Men,1.0,,,1.0
Tokyo 1964,Italy,Summer,Boxing,63.5-67kg welterweight men,Men,,,1.0,1.0
Tokyo 1964,Italy,Summer,Boxing,71-75kg men,Men,,,1.0,1.0
Tokyo 1964,Italy,Summer,Boxing,75-81kg lightheavyweight men,Men,1.0,,,1.0
Tokyo 1964,Italy,Summer,Boxing,81kg heavyweight men,Men,,,1.0,1.0
Tokyo 1964,Italy,Summer,Cycling Road,individual road race men,Men,1.0,,,1.0
Tokyo 1964,Italy,Summer,Cycling Road,team time trial men,Men,,1.0,,1.0
Tokyo 1964,Italy,Summer,Cycling Track,1km time trial men,Men,,1.0,,1.0
Tokyo 1964,Italy,Summer,Cycling Track,2000m tandem men,Men,1.0,,,1.0
Tokyo 1964,Italy,Summer,Cycling Track,individual pursuit men,Men,,1.0,,1.0
Tokyo 1964,Italy,Summer,Cycling Track,sprint individual men,Men,1.0,1.0,,2.0
Tokyo 1964,Italy,Summer,Cycling Track,team pursuit 4000m men,Men,,1.0,,1.0
Tokyo 1964,Italy,Summer,Diving,10m platform men,Men,,1.0,,1.0
Tokyo 1964,Italy,Summer,Equestrian,individual mixed,Open,1.0,,,1.0
Tokyo 1964,Italy,Summer,Equestrian,team mixed,Open,1.0,,1.0,2.0
Tokyo 1964,Italy,Summer,Fencing,foil individual women,Women,,,1.0,1.0
Tokyo 1964,Italy,Summer,Fencing,sabre team men,Men,,1.0,,1.0
Tokyo 1964,Italy,Summer,Fencing,épée team men,Men,,1.0,,1.0
Tokyo 1964,Italy,Summer,Rowing,four-oared shell with coxswain men,Men,,1.0,,1.0
Tokyo 1964,Italy,Summer,Shooting,trap 125 targets men,Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Artistic Gymnastics,floor exercises men,Men,,1.0,,1.0
Tokyo 1964,Japan,Summer,Artistic Gymnastics,individual all-round men,Men,1.0,1.0,,2.0
Tokyo 1964,Japan,Summer,Artistic Gymnastics,parallel bars men,Men,1.0,1.0,,2.0
Tokyo 1964,Japan,Summer,Artistic Gymnastics,pommel horse men,Men,,1.0,,1.0
Tokyo 1964,Japan,Summer,Artistic Gymnastics,rings men,Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Artistic Gymnastics,team all-around men,Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Artistic Gymnastics,team competition women,Women,,,1.0,1.0
Tokyo 1964,Japan,Summer,Artistic Gymnastics,vault men,Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Athletics,marathon men,Men,,,1.0,1.0
Tokyo 1964,Japan,Summer,Boxing,51-54kg bantamweight men,Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Judo,68  80kg middleweight men,Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Judo,68kg lightweight men,Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Judo,80kg heavyweight men,Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Judo,open category men,Men,,1.0,,1.0
Tokyo 1964,Japan,Summer,Shooting,50m pistol 60 shots men,Men,,,1.0,1.0
Tokyo 1964,Japan,Summer,Swimming,4x200m freestyle relay men,Men,,,1.0,1.0
Tokyo 1964,Japan,Summer,Volleyball,volleyball men,Men,,,1.0,1.0
Tokyo 1964,Japan,Summer,Volleyball,volleyball women,Women,1.0,,,1.0
Tokyo 1964,Japan,Summer,Weightlifting,56 - 60kg (featherweight) men,Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Weightlifting,56kg bantamweight men,Men,,,1.0,1.0
Tokyo 1964,Japan,Summer,Weightlifting,67.5-75kg middleweight men,Men,,,1.0,1.0
Tokyo 1964,Japan,Summer,Wrestling,"bantamweight, freestyle (≤57 kilograms) men",Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Wrestling,"bantamweight, greco-roman (≤57 kilograms) men",Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Wrestling,"featherweight, freestyle (≤63 kilograms) men",Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Wrestling,"flyweight, freestyle (≤52 kilograms) men",Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Wrestling,"flyweight, greco-roman (≤52 kilograms) men",Men,1.0,,,1.0
Tokyo 1964,Japan,Summer,Wrestling,"lightweight, freestyle (≤70 kilograms) men",Men,,,1.0,1.0
Tokyo 1964,Kenya,Summer,Athletics,800m men,Men,,,1.0,1.0
Tokyo 1964,Mexico,Summer,Boxing,51-54kg bantamweight men,Men,,,1.0,1.0
Tokyo 1964,Netherlands,Summer,Canoe Sprint,k2 1000m kayak double men,Men,,1.0,,1.0
Tokyo 1964,Netherlands,Summer,Cycling Road,team time trial men,Men,1.0,,,1.0
Tokyo 1964,Netherlands,Summer,Cycling Track,team pursuit 4000m men,Men,,,1.0,1.0
Tokyo 1964,Netherlands,Summer,Judo,open category men,Men,1.0,,,1.0
Tokyo 1964,Netherlands,Summer,Rowing,four-oared shell with coxswain men,Men,,,1.0,1.0
Tokyo 1964,Netherlands,Summer,Rowing,pair without coxswain 2 men,Men,,1.0,,1.0
Tokyo 1964,Netherlands,Summer,Rowing,pair-oared shell with coxswain men,Men,,,1.0,1.0
Tokyo 1964,Netherlands,Summer,Swimming,100m butterfly women,Women,,1.0,,1.0
Tokyo 1964,Netherlands,Summer,Swimming,4x100m freestyle relay women,Women,,,1.0,1.0
Tokyo 1964,Netherlands,Summer,Swimming,4x100m medley relay women,Women,,1.0,,1.0
Tokyo 1964,New Zealand,Summer,Athletics,1500m men,Men,1.0,,1.0,2.0
Tokyo 1964,New Zealand,Summer,Athletics,800m men,Men,1.0,,,1.0
Tokyo 1964,New Zealand,Summer,Athletics,800m women,Women,,,1.0,1.0
Tokyo 1964,New Zealand,Summer,Sailing,flying dutchman mixed,Open,1.0,,,1.0
Tokyo 1964,Nigeria,Summer,Boxing,67  71kg lightmiddleweight men,Men,,,1.0,1.0
Tokyo 1964,Pakistan,Summer,Hockey,hockey men,Men,,1.0,,1.0
Tokyo 1964,Philippines,Summer,Boxing,54-57kg featherweight men,Men,,1.0,,1.0
Tokyo 1964,Poland,Summer,Athletics,100m women,Women,,,1.0,1.0
Tokyo 1964,Poland,Summer,Athletics,200m women,Women,,1.0,,1.0
Tokyo 1964,Poland,Summer,Athletics,400m men,Men,,,1.0,1.0
Tokyo 1964,Poland,Summer,Athletics,4x100m relay men,Men,,1.0,,1.0
Tokyo 1964,Poland,Summer,Athletics,4x100m relay women,Women,1.0,,,1.0
Tokyo 1964,Poland,Summer,Athletics,80m hurdles women,Women,,1.0,,1.0
Tokyo 1964,Poland,Summer,Athletics,long jump women,Women,,1.0,,1.0
Tokyo 1964,Poland,Summer,Athletics,triple jump men,Men,1.0,,,1.0
Tokyo 1964,Poland,Summer,Boxing,51kg flyweight men,Men,,1.0,,1.0
Tokyo 1964,Poland,Summer,Boxing,57-60kg lightweight men,Men,1.0,,,1.0
Tokyo 1964,Poland,Summer,Boxing,60-63.5kg lightwelterweigh men,Men,1.0,,,1.0
Tokyo 1964,Poland,Summer,Boxing,63.5-67kg welterweight men,Men,1.0,,,1.0
Tokyo 1964,Poland,Summer,Boxing,67  71kg lightmiddleweight men,Men,,,1.0,1.0
Tokyo 1964,Poland,Summer,Boxing,71-75kg men,Men,,,1.0,1.0
Tokyo 1964,Poland,Summer,Boxing,75-81kg lightheavyweight men,Men,,,1.0,1.0
Tokyo 1964,Poland,Summer,Fencing,foil individual men,Men,1.0,,,1.0
Tokyo 1964,Poland,Summer,Fencing,foil team men,Men,,1.0,,1.0
Tokyo 1964,Poland,Summer,Fencing,sabre team men,Men,,,1.0,1.0
Tokyo 1964,Poland,Summer,Volleyball,volleyball women,Women,,,1.0,1.0
Tokyo 1964,Poland,Summer,Weightlifting,56 - 60kg (featherweight) men,Men,,,1.0,1.0
Tokyo 1964,Poland,Summer,Weightlifting,60-67.5kg lightweight men,Men,1.0,,1.0,2.0
Tokyo 1964,Poland,Summer,Weightlifting,825  90kg total middleheavyweight men,Men,,,1.0,1.0
Tokyo 1964,Romania,Summer,Athletics,discus throw women,Women,,,1.0,1.0
Tokyo 1964,Romania,Summer,Athletics,high jump women,Women,1.0,,,1.0
Tokyo 1964,Romania,Summer,Athletics,javelin throw women,Women,1.0,,,1.0
Tokyo 1964,Romania,Summer,Canoe Sprint,c1 1000m canoe single men,Men,,1.0,,1.0
Tokyo 1964,Romania,Summer,Canoe Sprint,k1 1000m kayak single men,Men,,,1.0,1.0
Tokyo 1964,Romania,Summer,Canoe Sprint,k1 500m kayak single women,Women,,1.0,,1.0
Tokyo 1964,Romania,Summer,Canoe Sprint,k2 500m kayak double women,Women,,,1.0,1.0
Tokyo 1964,Romania,Summer,Canoe Sprint,k4 1000m kayak four men,Men,,,1.0,1.0
Tokyo 1964,Romania,Summer,Shooting,25m rapid fire pistol 60 shots men,Men,,1.0,,1.0
Tokyo 1964,Romania,Summer,Wrestling,"bantamweight, greco-roman (≤57 kilograms) men",Men,,,1.0,1.0
Tokyo 1964,Romania,Summer,Wrestling,"flyweight, greco-roman (≤52 kilograms) men",Men,,,1.0,1.0
Tokyo 1964,Romania,Summer,Wrestling,"lightweight, greco-roman (≤70 kilograms) men",Men,,1.0,,1.0
Tokyo 1964,Russia,Summer,Artistic Gymnastics,balance beam women,Women,,1.0,1.0,2.0
Tokyo 1964,Russia,Summer,Artistic Gymnastics,floor exercises men,Men,,1.0,,1.0
Tokyo 1964,Russia,Summer,Artistic Gymnastics,floor exercises women,Women,1.0,1.0,,2.0
Tokyo 1964,Russia,Summer,Artistic Gymnastics,horizontal bar men,Men,1.0,1.0,,2.0
Tokyo 1964,Russia,Summer,Artistic Gymnastics,individual all-round men,Men,,1.0,,1.0
