game_name,country_name,game_season,discipline_title,event_title,event_gender,gold,silver,bronze,total_medals
Albertville 1992,Austria,Winter,Alpine Skiing,alpine combined women,Women,1.0,1.0,,2.0
Albertville 1992,Austria,Winter,Alpine Skiing,downhill men,Men,1.0,,1.0,2.0
Albertville 1992,Austria,Winter,Alpine Skiing,downhill women,Women,,,1.0,1.0
Albertville 1992,Austria,Winter,Alpine Skiing,giant slalom women,Women,,1.0,,1.0
Albertville 1992,Austria,Winter,Alpine Skiing,slalom men,Men,,,1.0,1.0
Albertville 1992,Austria,Winter,Alpine Skiing,slalom women,Women,1.0,,,1.0
Albertville 1992,Austria,Winter,Bobsleigh,four-man men,Men,1.0,,,1.0
Albertville 1992,Austria,Winter,Luge,singles men,Men,,1.0,1.0,2.0
Albertville 1992,Austria,Winter,Luge,singles women,Women,1.0,1.0,,2.0
Albertville 1992,Austria,Winter,Nordic Combined,individual men,Men,,,1.0,1.0
Albertville 1992,Austria,Winter,Nordic Combined,team men,Men,,,1.0,1.0
Albertville 1992,Austria,Winter,Ski Jumping,large hill individual men,Men,,1.0,1.0,2.0
Albertville 1992,Austria,Winter,Ski Jumping,normal hill individual men,Men,1.0,1.0,,2.0
Albertville 1992,Austria,Winter,Ski Jumping,teams men,Men,,1.0,,1.0
Albertville 1992,Austria,Winter,Speed skating,3000m women,Women,,,1.0,1.0
Albertville 1992,Canada,Winter,Alpine Skiing,downhill women,Women,1.0,,,1.0
Albertville 1992,Canada,Winter,Biathlon,15km women,Women,,,1.0,1.0
Albertville 1992,Canada,Winter,Figure skating,pairs mixed,Mixed,,,1.0,1.0
Albertville 1992,Canada,Winter,Ice Hockey,ice hockey men,Men,,1.0,,1.0
Albertville 1992,Canada,Winter,Short Track,1000m men,Men,,1.0,,1.0
Albertville 1992,Canada,Winter,Short Track,3000m relay women,Women,1.0,,,1.0
Albertville 1992,Canada,Winter,Short Track,5000m relay men,Men,,1.0,,1.0
Albertville 1992,China,Winter,Short Track,500m women,Women,,1.0,,1.0
Albertville 1992,China,Winter,Speed skating,1000m women,Women,,1.0,,1.0
Albertville 1992,China,Winter,Speed skating,500m women,Women,,1.0,,1.0
Albertville 1992,Czech Republic,Winter,Figure skating,individual men,Men,,,1.0,1.0
Albertville 1992,Czech Republic,Winter,Ice Hockey,ice hockey men,Men,,,1.0,1.0
Albertville 1992,Czech Republic,Winter,Ski Jumping,teams men,Men,,,1.0,1.0
Albertville 1992,Finland,Winter,Biathlon,10km men,Men,,,1.0,1.0
Albertville 1992,Finland,Winter,Cross Country Skiing,15km mass start women,Women,,1.0,,1.0
Albertville 1992,Finland,Winter,Cross Country Skiing,5km women,Women,1.0,,,1.0
Albertville 1992,Finland,Winter,Cross Country Skiing,relay 4x10km men,Men,,,1.0,1.0
Albertville 1992,Finland,Winter,Ski Jumping,large hill individual men,Men,1.0,,,1.0
Albertville 1992,Finland,Winter,Ski Jumping,normal hill individual men,Men,,,1.0,1.0
Albertville 1992,Finland,Winter,Ski Jumping,teams men,Men,1.0,,,1.0
Albertville 1992,France,Winter,Alpine Skiing,alpine combined women,Women,,,1.0,1.0
Albertville 1992,France,Winter,Alpine Skiing,downhill men,Men,,1.0,,1.0
Albertville 1992,France,Winter,Alpine Skiing,super-g women,Women,,1.0,,1.0
Albertville 1992,France,Winter,Biathlon,3x75km relay women,Women,1.0,,,1.0
Albertville 1992,France,Winter,Figure skating,ice dancing mixed,Mixed,,1.0,,1.0
Albertville 1992,France,Winter,Freestyle Skiing,moguls men,Men,1.0,1.0,,2.0
Albertville 1992,France,Winter,Nordic Combined,individual men,Men,1.0,1.0,,2.0
Albertville 1992,Germany,Winter,Alpine Skiing,super-g women,Women,,,1.0,1.0
Albertville 1992,Germany,Winter,Biathlon,10km men,Men,1.0,1.0,,2.0
Albertville 1992,Germany,Winter,Biathlon,15km women,Women,1.0,,,1.0
Albertville 1992,Germany,Winter,Biathlon,20km men,Men,,1.0,,1.0
Albertville 1992,Germany,Winter,Biathlon,3x75km relay women,Women,,1.0,,1.0
Albertville 1992,Germany,Winter,Biathlon,4x75km relay men,Men,1.0,,,1.0
Albertville 1992,Germany,Winter,Biathlon,75km women,Women,,1.0,,1.0
Albertville 1992,Germany,Winter,Bobsleigh,four-man men,Men,,1.0,,1.0
Albertville 1992,Germany,Winter,Bobsleigh,two-man men,Men,,1.0,1.0,2.0
Albertville 1992,Germany,Winter,Luge,doubles mixed,Open,1.0,1.0,,2.0
Albertville 1992,Germany,Winter,Luge,singles men,Men,1.0,,,1.0
Albertville 1992,Germany,Winter,Luge,singles women,Women,,,1.0,1.0
Albertville 1992,Germany,Winter,Speed skating,1000m men,Men,1.0,,,1.0
Albertville 1992,Germany,Winter,Speed skating,1000m women,Women,,,1.0,1.0
Albertville 1992,Germany,Winter,Speed skating,1500m women,Women,1.0,1.0,,2.0
Albertville 1992,Germany,Winter,Speed skating,3000m women,Women,1.0,1.0,,2.0
Albertville 1992,Germany,Winter,Speed skating,5000m women,Women,1.0,1.0,1.0,3.0
Albertville 1992,Germany,Winter,Speed skating,500m men,Men,1.0,,,1.0
Albertville 1992,Germany,Winter,Speed skating,500m women,Women,,,1.0,1.0
Albertville 1992,Italy,Winter,Alpine Skiing,alpine combined men,Men,1.0,1.0,,2.0
Albertville 1992,Italy,Winter,Alpine Skiing,giant slalom men,Men,1.0,,,1.0
Albertville 1992,Italy,Winter,Alpine Skiing,slalom men,Men,,1.0,,1.0
Albertville 1992,Italy,Winter,Alpine Skiing,super-g women,Women,1.0,,,1.0
Albertville 1992,Italy,Winter,Cross Country Skiing,10km pursuit men,Men,,1.0,,1.0
Albertville 1992,Italy,Winter,Cross Country Skiing,30km women,Women,1.0,,,1.0
Albertville 1992,Italy,Winter,Cross Country Skiing,50km men,Men,,1.0,1.0,2.0
Albertville 1992,Italy,Winter,Cross Country Skiing,combined 10km  15km pursuit men,Men,,,1.0,1.0
Albertville 1992,Italy,Winter,Cross Country Skiing,combined 5km  10km pursuit women,Women,,1.0,,1.0
Albertville 1992,Italy,Winter,Cross Country Skiing,relay 4x10km men,Men,,1.0,,1.0
Albertville 1992,Italy,Winter,Cross Country Skiing,relay 4x5km women,Women,,,1.0,1.0
Albertville 1992,Italy,Winter,Luge,doubles mixed,Open,,,1.0,1.0
Albertville 1992,Japan,Winter,Figure skating,individual women,Women,,1.0,,1.0
Albertville 1992,Japan,Winter,Nordic Combined,team men,Men,1.0,,,1.0
Albertville 1992,Japan,Winter,Short Track,5000m relay men,Men,,,1.0,1.0
Albertville 1992,Japan,Winter,Speed skating,1000m men,Men,,,1.0,1.0
Albertville 1992,Japan,Winter,Speed skating,1500m women,Women,,,1.0,1.0
Albertville 1992,Japan,Winter,Speed skating,500m men,Men,,1.0,1.0,2.0
Albertville 1992,Luxembourg,Winter,Alpine Skiing,giant slalom men,Men,,1.0,,1.0
Albertville 1992,Luxembourg,Winter,Alpine Skiing,super-g men,Men,,1.0,,1.0
Albertville 1992,Netherlands,Winter,Speed skating,10000m men,Men,1.0,,,1.0
Albertville 1992,Netherlands,Winter,Speed skating,1500m men,Men,,,1.0,1.0
Albertville 1992,Netherlands,Winter,Speed skating,5000m men,Men,,1.0,1.0,2.0
Albertville 1992,New Zealand,Winter,Alpine Skiing,slalom women,Women,,1.0,,1.0
Albertville 1992,North Korea,Winter,Short Track,500m women,Women,,,1.0,1.0
Albertville 1992,Norway,Winter,Alpine Skiing,giant slalom men,Men,,,1.0,1.0
Albertville 1992,Norway,Winter,Alpine Skiing,slalom men,Men,1.0,,,1.0
Albertville 1992,Norway,Winter,Alpine Skiing,super-g men,Men,1.0,,1.0,2.0
Albertville 1992,Norway,Winter,Cross Country Skiing,10km pursuit men,Men,1.0,,,1.0
Albertville 1992,Norway,Winter,Cross Country Skiing,30km mass start men,Men,1.0,1.0,1.0,3.0
Albertville 1992,Norway,Winter,Cross Country Skiing,50km men,Men,1.0,,,1.0
Albertville 1992,Norway,Winter,Cross Country Skiing,combined 10km  15km pursuit men,Men,1.0,1.0,,2.0
Albertville 1992,Norway,Winter,Cross Country Skiing,relay 4x10km men,Men,1.0,,,1.0
Albertville 1992,Norway,Winter,Cross Country Skiing,relay 4x5km women,Women,,1.0,,1.0
Albertville 1992,Norway,Winter,Freestyle Skiing,moguls women,Women,,,1.0,1.0
Albertville 1992,Norway,Winter,Nordic Combined,team men,Men,,1.0,,1.0
Albertville 1992,Norway,Winter,Speed skating,10000m men,Men,,1.0,1.0,2.0
Albertville 1992,Norway,Winter,Speed skating,1500m men,Men,1.0,1.0,,2.0
Albertville 1992,Norway,Winter,Speed skating,5000m men,Men,1.0,,,1.0
Albertville 1992,South Korea,Winter,Short Track,1000m men,Men,1.0,,1.0,2.0
Albertville 1992,South Korea,Winter,Short Track,5000m relay men,Men,1.0,,,1.0
Albertville 1992,South Korea,Winter,Speed skating,1000m men,Men,,1.0,,1.0
Albertville 1992,Spain,Winter,Alpine Skiing,slalom women,Women,,,1.0,1.0
Albertville 1992,Sweden,Winter,Alpine Skiing,giant slalom women,Women,1.0,,,1.0
Albertville 1992,Sweden,Winter,Biathlon,20km men,Men,,,1.0,1.0
Albertville 1992,Sweden,Winter,Biathlon,4x75km relay men,Men,,,1.0,1.0
Albertville 1992,Sweden,Winter,Cross Country Skiing,10km pursuit men,Men,,,1.0,1.0
Albertville 1992,Switzerland,Winter,Alpine Skiing,alpine combined men,Men,,,1.0,1.0
Albertville 1992,Switzerland,Winter,Bobsleigh,four-man men,Men,,,1.0,1.0
Albertville 1992,Switzerland,Winter,Bobsleigh,two-man men,Men,1.0,,,1.0
Albertville 1992,Unified Team,Winter,Biathlon,15km women,Women,,1.0,,1.0
Albertville 1992,Unified Team,Winter,Biathlon,20km men,Men,1.0,,,1.0
Albertville 1992,Unified Team,Winter,Biathlon,3x75km relay women,Women,,,1.0,1.0
Albertville 1992,Unified Team,Winter,Biathlon,4x75km relay men,Men,,1.0,,1.0
Albertville 1992,Unified Team,Winter,Biathlon,75km women,Women,1.0,,1.0,2.0
Albertville 1992,Unified Team,Winter,Cross Country Skiing,15km mass start women,Women,1.0,,1.0,2.0
Albertville 1992,Unified Team,Winter,Cross Country Skiing,30km women,Women,,1.0,1.0,2.0
Albertville 1992,Unified Team,Winter,Cross Country Skiing,5km women,Women,,1.0,1.0,2.0
Albertville 1992,Unified Team,Winter,Cross Country Skiing,combined 5km  10km pursuit women,Women,1.0,,1.0,2.0
Albertville 1992,Unified Team,Winter,Cross Country Skiing,relay 4x5km women,Women,1.0,,,1.0
Albertville 1992,Unified Team,Winter,Figure skating,ice dancing mixed,Mixed,1.0,,1.0,2.0
Albertville 1992,Unified Team,Winter,Figure skating,individual men,Men,1.0,,,1.0
Albertville 1992,Unified Team,Winter,Figure skating,pairs mixed,Mixed,1.0,1.0,,2.0
Albertville 1992,Unified Team,Winter,Freestyle Skiing,moguls women,Women,,1.0,,1.0
Albertville 1992,Unified Team,Winter,Ice Hockey,ice hockey men,Men,1.0,,,1.0
Albertville 1992,Unified Team,Winter,Short Track,3000m relay women,Women,,,1.0,1.0
Albertville 1992,United States,Winter,Alpine Skiing,downhill women,Women,,1.0,,1.0
Albertville 1992,United States,Winter,Alpine Skiing,giant slalom women,Women,,1.0,,1.0
Albertville 1992,United States,Winter,Figure skating,individual men,Men,,1.0,,1.0
Albertville 1992,United States,Winter,Figure skating,individual women,Women,1.0,,1.0,2.0
Albertville 1992,United States,Winter,Freestyle Skiing,moguls men,Men,,,1.0,1.0
Albertville 1992,United States,Winter,Freestyle Skiing,moguls women,Women,1.0,,,1.0
Albertville 1992,United States,Winter,Short Track,3000m relay women,Women,,1.0,,1.0
Albertville 1992,United States,Winter,Short Track,500m women,Women,1.0,,,1.0
Albertville 1992,United States,Winter,Speed skating,1000m women,Women,1.0,,,1.0
Albertville 1992,United States,Winter,Speed skating,500m women,Women,1.0,,,1.0
Amsterdam 1928,Argentina,Summer,Boxing,5352  5715kg featherweight men,Men,,1.0,,1.0
Amsterdam 1928,Argentina,Summer,Boxing,6124  6668kg welterweight men,Men,,1.0,,1.0
Amsterdam 1928,Argentina,Summer,Boxing,7257  7938kg lightheavyweight men,Men,1.0,,,1.0
Amsterdam 1928,Argentina,Summer,Boxing,7938kg heavyweight men,Men,1.0,,,1.0
Amsterdam 1928,Argentina,Summer,Fencing,foil team men,Men,,,1.0,1.0
Amsterdam 1928,Argentina,Summer,Football,football men,Men,,1.0,,1.0
Amsterdam 1928,Argentina,Summer,Swimming,400m freestyle men,Men,1.0,,,1.0
Amsterdam 1928,Australia,Summer,Cycling Track,1km time trial men,Men,,,1.0,1.0
Amsterdam 1928,Australia,Summer,Rowing,single sculls 1x men,Men,1.0,,,1.0
Amsterdam 1928,Australia,Summer,Swimming,1500m freestyle men,Men,,1.0,,1.0
Amsterdam 1928,Australia,Summer,Swimming,400m freestyle men,Men,,1.0,,1.0
Amsterdam 1928,Austria,Summer,Rowing,double sculls 2x men,Men,,,1.0,1.0
Amsterdam 1928,Austria,Summer,Weightlifting,60-67.5kg lightweight men,Men,1.0,,,1.0
Amsterdam 1928,Austria,Summer,Weightlifting,60kg featherweight men,Men,1.0,,,1.0
Amsterdam 1928,Belgium,Summer,Boxing,6668  7257kg middleweight men,Men,,,1.0,1.0
Amsterdam 1928,Belgium,Summer,Rowing,pair-oared shell with coxswain men,Men,,,1.0,1.0
Amsterdam 1928,Belgium,Summer,Wrestling,"bantamweight, freestyle (≤56 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Canada,Summer,Athletics,100m men,Men,1.0,,,1.0
Amsterdam 1928,Canada,Summer,Athletics,100m women,Women,,1.0,1.0,2.0
Amsterdam 1928,Canada,Summer,Athletics,200m men,Men,1.0,,,1.0
Amsterdam 1928,Canada,Summer,Athletics,400m men,Men,,1.0,,1.0
Amsterdam 1928,Canada,Summer,Athletics,4x100m relay women,Women,1.0,,,1.0
Amsterdam 1928,Canada,Summer,Athletics,4x400m relay men,Men,,,1.0,1.0
Amsterdam 1928,Canada,Summer,Athletics,high jump women,Women,1.0,,,1.0
Amsterdam 1928,Canada,Summer,Boxing,6124  6668kg welterweight men,Men,,,1.0,1.0
Amsterdam 1928,Canada,Summer,Rowing,double sculls 2x men,Men,,1.0,,1.0
Amsterdam 1928,Canada,Summer,Rowing,eight with coxswain 8 men,Men,,,1.0,1.0
Amsterdam 1928,Canada,Summer,Swimming,4x200m freestyle relay men,Men,,,1.0,1.0
Amsterdam 1928,Canada,Summer,Wrestling,"bantamweight, freestyle (≤56 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Canada,Summer,Wrestling,"middleweight, freestyle (≤79 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Canada,Summer,Wrestling,"welterweight, freestyle (≤72 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Chile,Summer,Athletics,marathon men,Men,,1.0,,1.0
Amsterdam 1928,Czech Republic,Summer,Artistic Gymnastics,parallel bars men,Men,1.0,,,1.0
Amsterdam 1928,Czech Republic,Summer,Artistic Gymnastics,rings men,Men,,1.0,1.0,2.0
Amsterdam 1928,Czech Republic,Summer,Artistic Gymnastics,team competition men,Men,,1.0,,1.0
Amsterdam 1928,Czech Republic,Summer,Artistic Gymnastics,vault men,Men,,1.0,,1.0
Amsterdam 1928,Czech Republic,Summer,Boxing,6668  7257kg middleweight men,Men,,1.0,,1.0
Amsterdam 1928,Czech Republic,Summer,Equestrian,individual mixed,Men,1.0,,,1.0
Amsterdam 1928,Czech Republic,Summer,Weightlifting,82.5kg heavyweight men,Men,,,1.0,1.0
Amsterdam 1928,Czech Republic,Summer,Wrestling,"bantamweight, greco-roman (≤58 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Denmark,Summer,Boxing,7938kg heavyweight men,Men,,,1.0,1.0
Amsterdam 1928,Denmark,Summer,Cycling Road,individual time trial men,Men,1.0,,,1.0
Amsterdam 1928,Denmark,Summer,Cycling Road,team time trial men,Men,1.0,,,1.0
Amsterdam 1928,Denmark,Summer,Cycling Track,1km pursuit men,Men,,,1.0,1.0
Amsterdam 1928,Denmark,Summer,Cycling Track,1km time trial men,Men,1.0,,,1.0
Amsterdam 1928,Denmark,Summer,Sailing,6m mixed,Open,,1.0,,1.0
Amsterdam 1928,Egypt,Summer,Diving,10m platform men,Men,,1.0,,1.0
Amsterdam 1928,Egypt,Summer,Diving,3m springboard men,Men,,,1.0,1.0
Amsterdam 1928,Egypt,Summer,Weightlifting,75-82.5kg total lightheavyweight men,Men,1.0,,,1.0
Amsterdam 1928,Egypt,Summer,Wrestling,"light-heavyweight, greco-roman (≤82.5 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,Estonia,Summer,Sailing,6m mixed,Open,,,1.0,1.0
Amsterdam 1928,Estonia,Summer,Weightlifting,82.5kg heavyweight men,Men,,1.0,,1.0
Amsterdam 1928,Estonia,Summer,Wrestling,"featherweight, greco-roman (≤60 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,Estonia,Summer,Wrestling,"lightweight, freestyle (≤66 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,Estonia,Summer,Wrestling,"middleweight, greco-roman (≤75 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Finland,Summer,Artistic Gymnastics,pommel horse men,Men,,,1.0,1.0
Amsterdam 1928,Finland,Summer,Athletics,10000m men,Men,1.0,1.0,,2.0
Amsterdam 1928,Finland,Summer,Athletics,1500m men,Men,1.0,,1.0,2.0
Amsterdam 1928,Finland,Summer,Athletics,3000m steeplechase men,Men,1.0,1.0,1.0,3.0
Amsterdam 1928,Finland,Summer,Athletics,5000m men,Men,1.0,1.0,,2.0
Amsterdam 1928,Finland,Summer,Athletics,decathlon men,Men,1.0,1.0,,2.0
Amsterdam 1928,Finland,Summer,Athletics,discus throw men,Men,,1.0,,1.0
Amsterdam 1928,Finland,Summer,Athletics,marathon men,Men,,,1.0,1.0
Amsterdam 1928,Finland,Summer,Athletics,triple jump men,Men,,,1.0,1.0
Amsterdam 1928,Finland,Summer,Wrestling,"bantamweight, freestyle (≤56 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,Finland,Summer,Wrestling,"featherweight, freestyle (≤61 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Finland,Summer,Wrestling,"heavyweight, freestyle (>87 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Finland,Summer,Wrestling,"heavyweight, greco-roman (>82.5 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Finland,Summer,Wrestling,"light-heavyweight, greco-roman (≤82.5 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Finland,Summer,Wrestling,"lightweight, freestyle (≤66 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Finland,Summer,Wrestling,"lightweight, greco-roman (≤67.5 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Finland,Summer,Wrestling,"middleweight, greco-roman (≤75 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,Finland,Summer,Wrestling,"welterweight, freestyle (≤72 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,France,Summer,Athletics,1500m men,Men,,1.0,,1.0
Amsterdam 1928,France,Summer,Athletics,high jump men,Men,,,1.0,1.0
Amsterdam 1928,France,Summer,Athletics,marathon men,Men,1.0,,,1.0
Amsterdam 1928,France,Summer,Boxing,508kg flyweight men,Men,,1.0,,1.0
Amsterdam 1928,France,Summer,Cycling Track,1km pursuit men,Men,1.0,,,1.0
Amsterdam 1928,France,Summer,Equestrian,individual mixed,Men,,1.0,,1.0
Amsterdam 1928,France,Summer,Fencing,foil individual men,Men,1.0,,,1.0
Amsterdam 1928,France,Summer,Fencing,foil team men,Men,,1.0,,1.0
Amsterdam 1928,France,Summer,Fencing,épée individual men,Men,1.0,1.0,,2.0
Amsterdam 1928,France,Summer,Fencing,épée team men,Men,,1.0,,1.0
Amsterdam 1928,France,Summer,Rowing,pair-oared shell with coxswain men,Men,,1.0,,1.0
Amsterdam 1928,France,Summer,Sailing,8m mixed,Open,1.0,,,1.0
Amsterdam 1928,France,Summer,Water Polo,water polo men,Men,,,1.0,1.0
Amsterdam 1928,France,Summer,Weightlifting,60-67.5kg lightweight men,Men,,,1.0,1.0
Amsterdam 1928,France,Summer,Weightlifting,67.5-75kg middleweight men,Men,1.0,,,1.0
Amsterdam 1928,France,Summer,Weightlifting,75-82.5kg total lightheavyweight men,Men,,1.0,,1.0
Amsterdam 1928,France,Summer,Wrestling,"heavyweight, freestyle (>87 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,France,Summer,Wrestling,"light-heavyweight, freestyle (≤87 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,France,Summer,Wrestling,"lightweight, freestyle (≤66 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Germany,Summer,Athletics,100m men,Men,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Athletics,200m men,Men,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Athletics,400m men,Men,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Athletics,4x100m relay men,Men,,1.0,,1.0
Amsterdam 1928,Germany,Summer,Athletics,4x100m relay women,Women,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Athletics,4x400m relay men,Men,,1.0,,1.0
Amsterdam 1928,Germany,Summer,Athletics,800m men,Men,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Athletics,800m women,Women,1.0,,,1.0
Amsterdam 1928,Germany,Summer,Athletics,shot put men,Men,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Boxing,7257  7938kg lightheavyweight men,Men,,1.0,,1.0
Amsterdam 1928,Germany,Summer,Cycling Track,2000m tandem men,Men,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Equestrian,individual mixed,Men,1.0,,1.0,2.0
Amsterdam 1928,Germany,Summer,Equestrian,team mixed,Men,1.0,,,1.0
Amsterdam 1928,Germany,Summer,Fencing,foil individual men,Men,,1.0,,1.0
Amsterdam 1928,Germany,Summer,Fencing,foil individual women,Women,1.0,,1.0,2.0
Amsterdam 1928,Germany,Summer,Hockey,hockey men,Men,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Modern Pentathlon,individual competition men,Men,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Rowing,pair without coxswain 2 men,Men,1.0,,,1.0
Amsterdam 1928,Germany,Summer,Swimming,200m breaststroke men,Men,,1.0,,1.0
Amsterdam 1928,Germany,Summer,Swimming,200m breaststroke women,Women,1.0,,1.0,2.0
Amsterdam 1928,Germany,Summer,Water Polo,water polo men,Men,1.0,,,1.0
Amsterdam 1928,Germany,Summer,Weightlifting,60-67.5kg lightweight men,Men,1.0,,,1.0
Amsterdam 1928,Germany,Summer,Weightlifting,60kg featherweight men,Men,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Weightlifting,82.5kg heavyweight men,Men,1.0,,,1.0
Amsterdam 1928,Germany,Summer,Wrestling,"bantamweight, greco-roman (≤58 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,Germany,Summer,Wrestling,"heavyweight, greco-roman (>82.5 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Germany,Summer,Wrestling,"light-heavyweight, greco-roman (≤82.5 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Germany,Summer,Wrestling,"lightweight, greco-roman (≤67.5 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Great Britain,Summer,Artistic Gymnastics,team competition women,Women,,,1.0,1.0
Amsterdam 1928,Great Britain,Summer,Athletics,100m men,Men,,1.0,,1.0
Amsterdam 1928,Great Britain,Summer,Athletics,200m men,Men,,1.0,,1.0
Amsterdam 1928,Great Britain,Summer,Athletics,400m hurdles men,Men,1.0,,,1.0
Amsterdam 1928,Great Britain,Summer,Athletics,4x100m relay men,Men,,,1.0,1.0
Amsterdam 1928,Great Britain,Summer,Athletics,800m men,Men,1.0,,,1.0
Amsterdam 1928,Great Britain,Summer,Cycling Road,individual time trial men,Men,,1.0,,1.0
Amsterdam 1928,Great Britain,Summer,Cycling Road,team time trial men,Men,,1.0,,1.0
Amsterdam 1928,Great Britain,Summer,Cycling Track,2000m tandem men,Men,,1.0,,1.0
Amsterdam 1928,Great Britain,Summer,Cycling Track,team pursuit 4000m men,Men,,,1.0,1.0
Amsterdam 1928,Great Britain,Summer,Fencing,foil individual women,Women,,1.0,,1.0
Amsterdam 1928,Great Britain,Summer,Rowing,eight with coxswain 8 men,Men,,1.0,,1.0
Amsterdam 1928,Great Britain,Summer,Rowing,four without coxswain 4 men,Men,1.0,,,1.0
Amsterdam 1928,Great Britain,Summer,Rowing,pair without coxswain 2 men,Men,,1.0,,1.0
Amsterdam 1928,Great Britain,Summer,Rowing,single sculls 1x men,Men,,,1.0,1.0
Amsterdam 1928,Great Britain,Summer,Swimming,100m backstroke women,Women,,1.0,1.0,2.0
Amsterdam 1928,Great Britain,Summer,Swimming,100m freestyle women,Women,,,1.0,1.0
Amsterdam 1928,Great Britain,Summer,Swimming,4x100m freestyle relay women,Women,,1.0,,1.0
Amsterdam 1928,Great Britain,Summer,Wrestling,"middleweight, freestyle (≤79 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Haiti,Summer,Athletics,long jump men,Men,,1.0,,1.0
Amsterdam 1928,Hungary,Summer,Athletics,javelin throw men,Men,,1.0,,1.0
Amsterdam 1928,Hungary,Summer,Boxing,508kg flyweight men,Men,1.0,,,1.0
Amsterdam 1928,Hungary,Summer,Fencing,sabre individual men,Men,1.0,1.0,,2.0
Amsterdam 1928,Hungary,Summer,Fencing,sabre team men,Men,1.0,,,1.0
Amsterdam 1928,Hungary,Summer,Swimming,100m freestyle men,Men,,1.0,,1.0
Amsterdam 1928,Hungary,Summer,Water Polo,water polo men,Men,,1.0,,1.0
Amsterdam 1928,Hungary,Summer,Wrestling,"lightweight, greco-roman (≤67.5 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,Hungary,Summer,Wrestling,"middleweight, greco-roman (≤75 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,India,Summer,Hockey,hockey men,Men,1.0,,,1.0
Amsterdam 1928,Ireland,Summer,Athletics,hammer throw men,Men,1.0,,,1.0
Amsterdam 1928,Italy,Summer,Artistic Gymnastics,horizontal bar men,Men,,1.0,,1.0
Amsterdam 1928,Italy,Summer,Artistic Gymnastics,team competition women,Women,,1.0,,1.0
Amsterdam 1928,Italy,Summer,Boxing,508  5352kg bantamweight men,Men,1.0,,,1.0
Amsterdam 1928,Italy,Summer,Boxing,508kg flyweight men,Men,,,1.0,1.0
Amsterdam 1928,Italy,Summer,Boxing,5715  6124kg lightweight men,Men,1.0,,,1.0
Amsterdam 1928,Italy,Summer,Boxing,6668  7257kg middleweight men,Men,1.0,,,1.0
Amsterdam 1928,Italy,Summer,Cycling Track,team pursuit 4000m men,Men,1.0,,,1.0
Amsterdam 1928,Italy,Summer,Fencing,foil individual men,Men,,,1.0,1.0
Amsterdam 1928,Italy,Summer,Fencing,foil team men,Men,1.0,,,1.0
Amsterdam 1928,Italy,Summer,Fencing,sabre individual men,Men,,,1.0,1.0
Amsterdam 1928,Italy,Summer,Fencing,sabre team men,Men,,1.0,,1.0
Amsterdam 1928,Italy,Summer,Fencing,épée team men,Men,1.0,,,1.0
Amsterdam 1928,Italy,Summer,Football,football men,Men,,,1.0,1.0
Amsterdam 1928,Italy,Summer,Rowing,four without coxswain 4 men,Men,,,1.0,1.0
Amsterdam 1928,Italy,Summer,Rowing,four-oared shell with coxswain men,Men,1.0,,,1.0
Amsterdam 1928,Italy,Summer,Weightlifting,60kg featherweight men,Men,,1.0,,1.0
Amsterdam 1928,Italy,Summer,Weightlifting,67.5-75kg middleweight men,Men,,1.0,,1.0
