country_name,game_season,discipline_title,event_title,event_gender,gold,silver,bronze,total_medals
Afghanistan,Summer,Taekwondo,58 - 68 kg men,Men,0.0,0.0,1.0,1.0
Afghanistan,Summer,Taekwondo,beijing 2008 taekwondo - 58 kg men,Men,0.0,0.0,1.0,1.0
Algeria,Summer,Athletics,1500m men,Men,2.0,1.0,0.0,3.0
Algeria,Summer,Athletics,1500m women,Women,2.0,0.0,0.0,2.0
Algeria,Summer,Athletics,5000m men,Men,0.0,1.0,0.0,1.0
Algeria,Summer,Athletics,800m men,Men,0.0,1.0,1.0,2.0
Algeria,Summer,Athletics,high jump men,Men,0.0,0.0,1.0,1.0
Algeria,Summer,Boxing,54-57kg featherweight men,Men,0.0,0.0,1.0,1.0
Algeria,Summer,Boxing,57-60kg lightweight men,Men,1.0,0.0,0.0,1.0
Algeria,Summer,Boxing,60-63.5kg lightwelterweigh men,Men,0.0,0.0,1.0,1.0
Algeria,Summer,Boxing,71-75kg men,Men,0.0,0.0,2.0,2.0
Algeria,Summer,Boxing,75-81kg lightheavyweight men,Men,0.0,0.0,1.0,1.0
Algeria,Summer,Judo,48  52kg halflightweight women,Women,0.0,0.0,1.0,1.0
Algeria,Summer,Judo,81  90kg middleweight men,Men,0.0,1.0,0.0,1.0
Argentina,Summer,Athletics,long jump women,Women,0.0,1.0,0.0,1.0
Argentina,Summer,Athletics,marathon men,Men,2.0,1.0,0.0,3.0
Argentina,Summer,Athletics,triple jump men,Men,0.0,1.0,0.0,1.0
Argentina,Summer,Basketball,basketball men,Men,1.0,0.0,1.0,2.0
Argentina,Summer,Boxing,51kg flyweight men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Boxing,5352  5715kg featherweight men,Men,0.0,1.0,1.0,2.0
Argentina,Summer,Boxing,54  5715kg featherweight men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Boxing,54-57kg featherweight men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Boxing,57-60kg lightweight men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Boxing,5715  6124kg lightweight men,Men,0.0,1.0,0.0,1.0
Argentina,Summer,Boxing,6124  6668kg welterweight men,Men,0.0,2.0,0.0,2.0
Argentina,Summer,Boxing,63.5-67kg welterweight men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Boxing,6668  7257kg middleweight men,Men,0.0,1.0,1.0,2.0
Argentina,Summer,Boxing,67  71kg lightmiddleweight men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Boxing,71-75kg men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Boxing,7257  7938kg lightheavyweight men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Boxing,73  80kg lightheavyweight men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Boxing,75-81kg lightheavyweight men,Men,0.0,1.0,0.0,1.0
Argentina,Summer,Boxing,7938kg heavyweight men,Men,2.0,0.0,0.0,2.0
Argentina,Summer,Boxing,80kg heavyweight men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Boxing,featherweight men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Boxing,heavyweight men,Men,0.0,1.0,0.0,1.0
Argentina,Summer,Boxing,lightheavyweight men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Boxing,middleweight men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Cycling Track,madison men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Equestrian,individual mixed,Open,0.0,1.0,0.0,1.0
Argentina,Summer,Fencing,foil team men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Football,football men,Men,1.0,2.0,0.0,3.0
Argentina,Summer,Football,tournament men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Hockey,hockey men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Hockey,hockey women,Women,0.0,2.0,1.0,3.0
Argentina,Summer,Hockey,tournament women,Women,0.0,0.0,1.0,1.0
Argentina,Summer,Hockey,women,Women,0.0,1.0,0.0,1.0
Argentina,Summer,Judo,- 48 kg - extralightweight women,Women,0.0,0.0,1.0,1.0
Argentina,Summer,Judo,- 48 kg women,Women,1.0,0.0,0.0,1.0
Argentina,Summer,Polo,polo men,Men,2.0,0.0,0.0,2.0
Argentina,Summer,Rowing,double sculls 2x men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Rowing,pair without coxswain 2 men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Rowing,single sculls 1x men,Men,0.0,1.0,1.0,2.0
Argentina,Summer,Rugby Sevens,men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Sailing,470 - two person dinghy men,Men,0.0,0.0,2.0,2.0
Argentina,Summer,Sailing,6m mixed,Open,0.0,1.0,0.0,1.0
Argentina,Summer,Sailing,dragon mixed,Open,0.0,1.0,0.0,1.0
Argentina,Summer,Sailing,mistral - windsurfer men,Men,0.0,2.0,0.0,2.0
Argentina,Summer,Sailing,nacra 17 mixed mixed,Mixed,1.0,0.0,0.0,1.0
Argentina,Summer,Sailing,singlehanded dinghy europe women,Women,0.0,0.0,1.0,1.0
Argentina,Summer,Sailing,tornado - multihull mixed,Open,0.0,0.0,2.0,2.0
Argentina,Summer,Shooting,25m rapid fire pistol 60 shots men,Men,0.0,1.0,0.0,1.0
Argentina,Summer,Swimming,100m freestyle women,Women,0.0,1.0,0.0,1.0
Argentina,Summer,Swimming,400m freestyle men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Swimming,400m individual medley women,Women,0.0,0.0,1.0,1.0
Argentina,Summer,Taekwondo,68 - 80 kg men,Men,1.0,0.0,0.0,1.0
Argentina,Summer,Tennis,doubles men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Tennis,doubles women,Women,0.0,0.0,1.0,1.0
Argentina,Summer,Tennis,singles men,Men,0.0,1.0,1.0,2.0
Argentina,Summer,Tennis,singles women,Women,0.0,1.0,0.0,1.0
Argentina,Summer,Volleyball,men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Volleyball,volleyball men,Men,0.0,0.0,1.0,1.0
Argentina,Summer,Weightlifting,90kg heavyweight men,Men,0.0,1.0,1.0,2.0
Armenia,Summer,Artistic Gymnastics,vault men,Men,0.0,0.0,1.0,1.0
Armenia,Summer,Boxing,57-60kg lightweight men,Men,0.0,0.0,1.0,1.0
Armenia,Summer,Boxing,light (57-63kg) men,Men,0.0,0.0,1.0,1.0
Armenia,Summer,Weightlifting,+105kg men,Men,0.0,1.0,0.0,1.0
Armenia,Summer,Weightlifting,105kg heavyweight men,Men,0.0,1.0,0.0,1.0
Armenia,Summer,Weightlifting,109kg men,Men,0.0,1.0,0.0,1.0
Armenia,Summer,Weightlifting,77kg men,Men,0.0,0.0,2.0,2.0
Armenia,Summer,Weightlifting,85kg men,Men,0.0,1.0,0.0,1.0
Armenia,Summer,Wrestling,"featherweight, greco-roman (≤55 kilograms) men",Men,0.0,0.0,1.0,1.0
Armenia,Summer,Wrestling,"flyweight, greco-roman (≤52 kilograms) men",Men,1.0,0.0,0.0,1.0
Armenia,Summer,Wrestling,greco-roman 66 kg men,Men,0.0,1.0,0.0,1.0
Armenia,Summer,Wrestling,greco-roman 74 kg men,Men,0.0,1.0,0.0,1.0
Armenia,Summer,Wrestling,greco-roman 96 kg men,Men,0.0,0.0,1.0,1.0
Armenia,Summer,Wrestling,greco-roman 97kg men,Men,0.0,1.0,0.0,1.0
Armenia,Summer,Wrestling,greco-roman 98 kg men,Men,1.0,0.0,0.0,1.0
Armenia,Summer,Wrestling,"light-flyweight, freestyle (≤48 kilograms) men",Men,0.0,1.0,0.0,1.0
Armenia,Summer,Wrestling,"super-heavyweight, greco-roman (≤120 kilograms) men",Men,0.0,0.0,1.0,1.0
Australasia,Summer,Athletics,3500m walk men,Men,0.0,0.0,1.0,1.0
Australasia,Summer,Boxing,635  7167kg middleweight men,Men,0.0,1.0,0.0,1.0
Australasia,Summer,Rugby,rugby men,Men,1.0,0.0,0.0,1.0
Australasia,Summer,Swimming,100m freestyle men,Men,0.0,1.0,0.0,1.0
Australasia,Summer,Swimming,100m freestyle women,Women,1.0,1.0,0.0,2.0
Australasia,Summer,Swimming,1500m freestyle men,Men,0.0,0.0,2.0,2.0
Australasia,Summer,Swimming,400m freestyle men,Men,0.0,1.0,1.0,2.0
Australasia,Summer,Swimming,4x200m freestyle relay men,Men,1.0,0.0,0.0,1.0
Australasia,Summer,Tennis,singles indoor men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Archery,individual competition men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Archery,individual fita olympic round  70m men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Archery,team competition men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Athletics,10000m men,Men,0.0,0.0,3.0,3.0
Australia,Summer,Athletics,100m hurdles women,Women,1.0,1.0,0.0,2.0
Australia,Summer,Athletics,100m men,Men,0.0,0.0,2.0,2.0
Australia,Summer,Athletics,100m women,Women,2.0,1.0,3.0,6.0
Australia,Summer,Athletics,1500m men,Men,2.0,0.0,1.0,3.0
Australia,Summer,Athletics,200m men,Men,0.0,1.0,1.0,2.0
Australia,Summer,Athletics,200m women,Women,2.0,2.0,3.0,7.0
Australia,Summer,Athletics,20km race walk women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Athletics,20km walk men,Men,0.0,1.0,3.0,4.0
Australia,Summer,Athletics,3000m walk men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Athletics,400m hurdles women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Athletics,400m men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Athletics,400m women,Women,2.0,1.0,1.0,4.0
Australia,Summer,Athletics,4x100m relay women,Women,1.0,1.0,0.0,2.0
Australia,Summer,Athletics,4x400m relay men,Men,0.0,2.0,0.0,2.0
Australia,Summer,Athletics,50km walk men,Men,1.0,2.0,0.0,3.0
Australia,Summer,Athletics,60m men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Athletics,800m men,Men,2.0,0.0,0.0,2.0
Australia,Summer,Athletics,800m women,Women,0.0,1.0,0.0,1.0
Australia,Summer,Athletics,80m hurdles women,Women,3.0,1.0,3.0,7.0
Australia,Summer,Athletics,decathlon men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Athletics,discus throw women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Athletics,heptathlon women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Athletics,high jump men,Men,1.0,1.0,1.0,3.0
Australia,Summer,Athletics,high jump women,Women,0.0,2.0,0.0,2.0
Australia,Summer,Athletics,javelin throw women,Women,0.0,1.0,1.0,2.0
Australia,Summer,Athletics,long jump men,Men,0.0,4.0,0.0,4.0
Australia,Summer,Athletics,marathon women,Women,0.0,1.0,0.0,1.0
Australia,Summer,Athletics,pole vault men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Athletics,pole vault women,Women,0.0,1.0,0.0,1.0
Australia,Summer,Athletics,shot put women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Athletics,triple jump men,Men,1.0,1.0,1.0,3.0
Australia,Summer,Baseball,baseball men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Basketball,basketball women,Women,0.0,3.0,2.0,5.0
Australia,Summer,Basketball,men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Beach Volleyball,beach volleyball women,Women,1.0,0.0,1.0,2.0
Australia,Summer,Beach Volleyball,women,Women,0.0,1.0,0.0,1.0
Australia,Summer,Boxing,51-54kg bantamweight men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Boxing,60 - 63.5kg (light-welterweight) men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Boxing,63.5-67kg welterweight men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Boxing,75-81kg lightheavyweight men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Boxing,light (57-63kg) men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Canoe Marathon,k-2 10000m men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Canoe Slalom,c1 canoe single men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Canoe Slalom,canoe women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Canoe Slalom,k-1 (kayak single) women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Canoe Slalom,k1 kayak single women,Women,0.0,3.0,0.0,3.0
Australia,Summer,Canoe Slalom,kayak women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Canoe Sprint,k-2 1000m (kayak double) men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Canoe Sprint,k1 1000m kayak single men,Men,1.0,1.0,2.0,4.0
Australia,Summer,Canoe Sprint,k1 500m kayak single men,Men,1.0,2.0,0.0,3.0
Australia,Summer,Canoe Sprint,k1 500m kayak single women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Canoe Sprint,k2 1000m kayak double men,Men,0.0,0.0,2.0,2.0
Australia,Summer,Canoe Sprint,k2 500m kayak double men,Men,0.0,2.0,1.0,3.0
Australia,Summer,Canoe Sprint,k2 500m kayak double women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Canoe Sprint,k4 1000m kayak four men,Men,1.0,0.0,1.0,2.0
Australia,Summer,Canoe Sprint,k4 500m kayak four women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Canoe Sprint,kayak double 1000m men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Cycling BMX Freestyle,park men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Cycling BMX Racing,individual men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Cycling Road,individual road race men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Cycling Road,individual road race women,Women,2.0,0.0,0.0,2.0
Australia,Summer,Cycling Road,individual time trial men,Men,0.0,0.0,2.0,2.0
Australia,Summer,Cycling Track,1km time trial men,Men,2.0,3.0,2.0,7.0
Australia,Summer,Cycling Track,2000m tandem men,Men,2.0,0.0,0.0,2.0
Australia,Summer,Cycling Track,500m time trial women,Women,1.0,1.0,0.0,2.0
Australia,Summer,Cycling Track,individual pursuit men,Men,0.0,2.0,2.0,4.0
Australia,Summer,Cycling Track,individual pursuit women,Women,0.0,2.0,0.0,2.0
Australia,Summer,Cycling Track,keirin men,Men,1.0,1.0,1.0,3.0
Australia,Summer,Cycling Track,keirin women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Cycling Track,madison men,Men,2.0,0.0,0.0,2.0
Australia,Summer,Cycling Track,olympic sprint men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Cycling Track,omnium women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Cycling Track,points race men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Cycling Track,points race women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Cycling Track,sprint individual men,Men,1.0,3.0,2.0,6.0
Australia,Summer,Cycling Track,sprint men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Cycling Track,sprint women,Women,1.0,2.0,1.0,4.0
Australia,Summer,Cycling Track,team pursuit 4000m men,Men,2.0,3.0,2.0,7.0
Australia,Summer,Cycling Track,team pursuit men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Cycling Track,team sprint women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Diving,10m platform men,Men,1.0,1.0,0.0,2.0
Australia,Summer,Diving,10m platform women,Women,1.0,1.0,2.0,4.0
Australia,Summer,Diving,plain high diving men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Diving,synchronized diving 10m platform men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Diving,synchronized diving 10m platform women,Women,0.0,1.0,1.0,2.0
Australia,Summer,Diving,synchronized diving 3m springboard men,Men,0.0,0.0,2.0,2.0
Australia,Summer,Diving,synchronized diving 3m springboard women,Women,0.0,0.0,2.0,2.0
Australia,Summer,Equestrian,eventing individual,Open,0.0,0.0,1.0,1.0
Australia,Summer,Equestrian,eventing team,Open,0.0,1.0,0.0,1.0
Australia,Summer,Equestrian,eventing team mixed,Open,0.0,0.0,1.0,1.0
Australia,Summer,Equestrian,individual mixed,Men,1.0,1.0,0.0,2.0
Australia,Summer,Equestrian,individual mixed,Open,1.0,1.0,0.0,2.0
Australia,Summer,Equestrian,team mixed,Men,1.0,0.0,0.0,1.0
Australia,Summer,Equestrian,team mixed,Open,3.0,1.0,2.0,6.0
Australia,Summer,Hockey,hockey men,Men,1.0,3.0,4.0,8.0
Australia,Summer,Hockey,hockey women,Women,3.0,0.0,0.0,3.0
Australia,Summer,Hockey,men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Hockey,tournament men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Judo,52  57kg lightweight women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Judo,open category men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Marathon Swimming,10km women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Modern Pentathlon,individual competition women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Rowing,double sculls 2x men,Men,2.0,0.0,1.0,3.0
Australia,Summer,Rowing,double sculls 2x women,Women,0.0,1.0,0.0,1.0
Australia,Summer,Rowing,eight with coxswain 8 men,Men,0.0,2.0,4.0,6.0
Australia,Summer,Rowing,four men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Rowing,four without coxswain 4 men,Men,2.0,3.0,1.0,6.0
Australia,Summer,Rowing,four women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Rowing,fouroared shell with coxswain 4 women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Rowing,lightweight coxless four 4 men,Men,0.0,2.0,0.0,2.0
Australia,Summer,Rowing,lightweight double sculls 2x men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Rowing,lightweight double sculls 2x women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Rowing,pair without coxswain 2 men,Men,2.0,1.0,1.0,4.0
Australia,Summer,Rowing,pair without coxswain 2 women,Women,1.0,2.0,0.0,3.0
Australia,Summer,Rowing,quadruple sculls men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Rowing,quadruple sculls without coxsw men,Men,0.0,1.0,2.0,3.0
Australia,Summer,Rowing,quadruple sculls without coxsw women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Rowing,quadruple sculls without coxswain (4x) men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Rowing,quadruple sculls women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Rowing,single sculls 1x men,Men,3.0,2.0,0.0,5.0
Australia,Summer,Rowing,single sculls 1x women,Women,1.0,0.0,1.0,2.0
Australia,Summer,Rugby Sevens,women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Sailing,470 - two person dinghy men,Men,3.0,1.0,0.0,4.0
Australia,Summer,Sailing,470 - two person dinghy men,Open,0.0,0.0,1.0,1.0
Australia,Summer,Sailing,470 - two person dinghy women,Women,2.0,0.0,0.0,2.0
Australia,Summer,Sailing,470 men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Sailing,49er - skiff men,Men,1.0,1.0,0.0,2.0
Australia,Summer,Sailing,5.5m mixed,Open,1.0,0.0,1.0,2.0
Australia,Summer,Sailing,dragon mixed,Open,1.0,0.0,0.0,1.0
Australia,Summer,Sailing,elliott 6m - match racing women,Women,0.0,1.0,0.0,1.0
Australia,Summer,Sailing,finn - one person dinghy (heavyweight) men,Open,0.0,0.0,1.0,1.0
Australia,Summer,Sailing,laser - one person dinghy men,Men,2.0,0.0,0.0,2.0
Australia,Summer,Sailing,laser men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Sailing,lechner - windsurfer men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Sailing,nacra 17 mixed mixed,Mixed,0.0,1.0,0.0,1.0
Australia,Summer,Sailing,sharpie 12m2 mixed,Open,0.0,1.0,0.0,1.0
Australia,Summer,Sailing,single-handed dinghy open (laser) mixed,Open,0.0,0.0,1.0,1.0
Australia,Summer,Sailing,tornado - multihull mixed,Open,0.0,3.0,2.0,5.0
Australia,Summer,Sailing,twoperson keelboat open star mixed,Open,1.0,0.0,1.0,2.0
Australia,Summer,Shooting,10m air pistol 40 shots women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Shooting,25m pistol 3030 shots women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Shooting,50m rifle prone 60 shots men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Shooting,double trap 120 targets women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Shooting,double trap 150 targets men,Men,1.0,1.0,0.0,2.0
Australia,Summer,Shooting,trap 125 targets men,Men,2.0,0.0,1.0,3.0
Australia,Summer,Shooting,trap 75 targets women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Shooting,trap women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Skateboarding,park men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Softball,softball women,Women,0.0,1.0,3.0,4.0
Australia,Summer,Surfing,men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Swimming,100m backstroke men,Men,2.0,2.0,1.0,5.0
Australia,Summer,Swimming,100m backstroke women,Women,1.0,2.0,1.0,4.0
Australia,Summer,Swimming,100m breaststroke men,Men,0.0,1.0,3.0,4.0
Australia,Summer,Swimming,100m breaststroke women,Women,1.0,2.0,4.0,7.0
Australia,Summer,Swimming,100m butterfly men,Men,0.0,2.0,3.0,5.0
Australia,Summer,Swimming,100m butterfly women,Women,3.0,0.0,4.0,7.0
Australia,Summer,Swimming,100m freestyle men,Men,4.0,5.0,2.0,11.0
Australia,Summer,Swimming,100m freestyle women,Women,5.0,2.0,3.0,10.0
Australia,Summer,Swimming,1500m freestyle men,Men,8.0,8.0,7.0,23.0
Australia,Summer,Swimming,200m backstroke men,Men,0.0,1.0,2.0,3.0
Australia,Summer,Swimming,200m backstroke women,Women,1.0,0.0,2.0,3.0
Australia,Summer,Swimming,200m breaststroke men,Men,3.0,2.0,0.0,5.0
Australia,Summer,Swimming,200m breaststroke women,Women,2.0,3.0,0.0,5.0
Australia,Summer,Swimming,200m butterfly men,Men,2.0,1.0,2.0,5.0
Australia,Summer,Swimming,200m butterfly women,Women,1.0,5.0,4.0,10.0
Australia,Summer,Swimming,200m freestyle men,Men,4.0,1.0,2.0,7.0
Australia,Summer,Swimming,200m freestyle women,Women,3.0,0.0,2.0,5.0
Australia,Summer,Swimming,200m individual medley women,Women,2.0,1.0,1.0,4.0
Australia,Summer,Swimming,200m obstacle event men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Swimming,220 yard freestyle men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Swimming,4 x 100m freestyle relay men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Swimming,4 x 100m freestyle relay women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Swimming,4 x 100m medley relay women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Swimming,4 x 200m freestyle relay men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Swimming,4 x 200m freestyle relay women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Swimming,400m freestyle men,Men,6.0,6.0,6.0,18.0
Australia,Summer,Swimming,400m freestyle women,Women,3.0,1.0,2.0,6.0
Australia,Summer,Swimming,400m individual medley men,Men,0.0,0.0,2.0,2.0
Australia,Summer,Swimming,400m individual medley women,Women,2.0,1.0,0.0,3.0
Australia,Summer,Swimming,4x100m freestyle men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Swimming,4x100m freestyle relay men,Men,1.0,1.0,3.0,5.0
Australia,Summer,Swimming,4x100m freestyle relay women,Women,4.0,2.0,1.0,7.0
Australia,Summer,Swimming,4x100m medley relay men,Men,1.0,3.0,5.0,9.0
Australia,Summer,Swimming,4x100m medley relay women,Women,2.0,6.0,0.0,8.0
Australia,Summer,Swimming,4x200m freestyle relay men,Men,2.0,4.0,2.0,8.0
Australia,Summer,Swimming,4x200m freestyle relay women,Women,1.0,3.0,1.0,5.0
Australia,Summer,Swimming,50m freestyle women,Women,1.0,0.0,2.0,3.0
Australia,Summer,Swimming,800m freestyle women,Women,1.0,3.0,1.0,5.0
Australia,Summer,Swimming,880y freestyle 80466m men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Swimming,mixed 4 x 100m medley relay,Mixed,0.0,0.0,1.0,1.0
Australia,Summer,Taekwondo,49 kg women,Women,1.0,0.0,0.0,1.0
Australia,Summer,Taekwondo,80 kg men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Tennis,doubles men,Men,1.0,1.0,0.0,2.0
Australia,Summer,Tennis,doubles women,Women,0.0,0.0,2.0,2.0
Australia,Summer,Tennis,mixed doubles,Mixed,0.0,0.0,1.0,1.0
Australia,Summer,Tennis,singles women,Women,0.0,0.0,1.0,1.0
Australia,Summer,Trampoline Gymnastics,individual men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Triathlon,individual women,Women,1.0,2.0,2.0,5.0
Australia,Summer,Water Polo,water polo women,Women,1.0,0.0,2.0,3.0
Australia,Summer,Weightlifting,108kg super heavyweight men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Weightlifting,110kg super heavyweight men,Men,1.0,0.0,0.0,1.0
Australia,Summer,Weightlifting,60 - 67.5kg (lightweight) men,Men,0.0,0.0,1.0,1.0
Australia,Summer,Weightlifting,75  825kg lightheavyweight men,Men,0.0,1.0,0.0,1.0
Australia,Summer,Wrestling,"heavyweight, freestyle (>87 kilograms) men",Men,0.0,0.0,1.0,1.0
Australia,Summer,Wrestling,"light-heavyweight, freestyle (≤87 kilograms) men",Men,0.0,0.0,1.0,1.0
Australia,Summer,Wrestling,"welterweight, freestyle (≤73 kilograms) men",Men,0.0,1.0,0.0,1.0
Australia,Winter,Alpine Skiing,slalom women,Women,0.0,0.0,1.0,1.0
Australia,Winter,Freestyle Skiing,aerials men,Men,0.0,1.0,0.0,1.0
Australia,Winter,Freestyle Skiing,aerials women,Women,2.0,0.0,2.0,4.0
Australia,Winter,Freestyle Skiing,men’s moguls,Men,0.0,1.0,0.0,1.0
Australia,Winter,Freestyle Skiing,moguls men,Men,1.0,1.0,0.0,2.0
Australia,Winter,Freestyle Skiing,moguls women,Women,1.0,0.0,0.0,1.0
Australia,Winter,Short Track,1000m men,Men,1.0,0.0,0.0,1.0
Australia,Winter,Short Track,5000m relay men,Men,0.0,0.0,1.0,1.0
Australia,Winter,Skeleton,women,Women,0.0,1.0,0.0,1.0
Australia,Winter,Snowboard,half-pipe women,Women,1.0,1.0,0.0,2.0
Australia,Winter,Snowboard,men’s halfpipe,Men,0.0,0.0,1.0,1.0
Australia,Winter,Snowboard,men’s snowboard cross,Men,0.0,1.0,0.0,1.0
Australia,Winter,Snowboard,snowboard halfpipe men,Men,0.0,1.0,0.0,1.0
Australia,Winter,Snowboard,snowboard slopestyle women,Women,0.0,0.0,1.0,1.0
Austria,Summer,Artistic Gymnastics,combined 3 events men,Men,0.0,1.0,0.0,1.0
Austria,Summer,Artistic Gymnastics,individual all-round men,Men,1.0,0.0,0.0,1.0
Austria,Summer,Athletics,1500m women,Women,0.0,0.0,1.0,1.0
Austria,Summer,Athletics,800m women,Women,0.0,1.0,0.0,1.0
Austria,Summer,Athletics,discus throw men,Men,0.0,0.0,1.0,1.0
Austria,Summer,Athletics,high jump women,Women,0.0,0.0,1.0,1.0
Austria,Summer,Athletics,javelin throw women,Women,1.0,0.0,1.0,2.0
Austria,Summer,Athletics,pentathlon women,Women,0.0,1.0,0.0,1.0
Austria,Summer,Athletics,shot put women,Women,0.0,0.0,1.0,1.0
Austria,Summer,Canoe Slalom,k1 kayak single men,Men,0.0,1.0,0.0,1.0
Austria,Summer,Canoe Slalom,k1 kayak single women,Women,0.0,0.0,1.0,1.0
