slug_game,game_season,country_name,discipline_title,event_title,event_gender,medal_type,medal_count
moscow-1980,Summer,Poland,Wrestling,"lightweight, greco-roman (≤68 kilograms) men",Men,SILVER,1
moscow-1980,Summer,Poland,Wrestling,"middleweight, greco-roman (≤82 kilograms) men",Men,SILVER,1
moscow-1980,Summer,Poland,Wrestling,"super-heavyweight, freestyle (>100 kilograms) men",Men,BRONZE,1
moscow-1980,Summer,Romania,Artistic Gymnastics,balance beam women,Women,GOLD,1
moscow-1980,Summer,Romania,Artistic Gymnastics,floor exercises women,Women,GOLD,1
moscow-1980,Summer,Romania,Artistic Gymnastics,individual all-round women,Women,SILVER,1
moscow-1980,Summer,Romania,Artistic Gymnastics,team competition women,Women,SILVER,1
moscow-1980,Summer,Romania,Artistic Gymnastics,uneven bars women,Women,BRONZE,1
moscow-1980,Summer,Romania,Artistic Gymnastics,uneven bars women,Women,SILVER,1
moscow-1980,Summer,Romania,Artistic Gymnastics,vault women,Women,BRONZE,1
moscow-1980,Summer,Romania,Boxing,51-54kg bantamweight men,Men,BRONZE,1
moscow-1980,Summer,Romania,Boxing,71-75kg men,Men,BRONZE,1
moscow-1980,Summer,Romania,Canoe Sprint,c2 1000m canoe double men,Men,GOLD,1
moscow-1980,Summer,Romania,Canoe Sprint,c2 500m canoe double men,Men,SILVER,1
moscow-1980,Summer,Romania,Canoe Sprint,k1 1000m kayak single men,Men,BRONZE,1
moscow-1980,Summer,Romania,Canoe Sprint,k1 500m kayak single men,Men,BRONZE,1
moscow-1980,Summer,Romania,Canoe Sprint,k4 1000m kayak four men,Men,SILVER,1
moscow-1980,Summer,Romania,Equestrian,team mixed,Open,BRONZE,1
moscow-1980,Summer,Romania,Handball,handball men,Men,BRONZE,1
moscow-1980,Summer,Romania,Rowing,double sculls 2x women,Women,BRONZE,1
moscow-1980,Summer,Romania,Rowing,eight with coxswain 8 women,Women,BRONZE,1
moscow-1980,Summer,Romania,Rowing,single sculls 1x women,Women,GOLD,1
moscow-1980,Summer,Romania,Shooting,25m rapid fire pistol 60 shots mixed,Open,GOLD,1
moscow-1980,Summer,Romania,Volleyball,volleyball men,Men,BRONZE,1
moscow-1980,Summer,Romania,Wrestling,"heavyweight, greco-roman (≤100 kilograms) men",Men,BRONZE,1
moscow-1980,Summer,Romania,Wrestling,"light-flyweight, greco-roman (≤48 kilograms) men",Men,SILVER,1
moscow-1980,Summer,Romania,Wrestling,"light-heavyweight, greco-roman (≤90 kilograms) men",Men,BRONZE,1
moscow-1980,Summer,Romania,Wrestling,"lightweight, greco-roman (≤68 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Archery,individual fita round men,Men,SILVER,1
moscow-1980,Summer,Russia,Archery,individual fita round women,Women,GOLD,1
moscow-1980,Summer,Russia,Archery,individual fita round women,Women,SILVER,1
moscow-1980,Summer,Russia,Artistic Gymnastics,balance beam women,Women,BRONZE,1
moscow-1980,Summer,Russia,Artistic Gymnastics,balance beam women,Women,SILVER,1
moscow-1980,Summer,Russia,Artistic Gymnastics,floor exercises men,Men,BRONZE,1
moscow-1980,Summer,Russia,Artistic Gymnastics,floor exercises men,Men,SILVER,1
moscow-1980,Summer,Russia,Artistic Gymnastics,floor exercises women,Women,BRONZE,1
moscow-1980,Summer,Russia,Artistic Gymnastics,floor exercises women,Women,GOLD,1
moscow-1980,Summer,Russia,Artistic Gymnastics,horizontal bar men,Men,BRONZE,1
moscow-1980,Summer,Russia,Artistic Gymnastics,horizontal bar men,Men,SILVER,1
moscow-1980,Summer,Russia,Artistic Gymnastics,individual all-round men,Men,GOLD,1
moscow-1980,Summer,Russia,Artistic Gymnastics,individual all-round men,Men,SILVER,1
moscow-1980,Summer,Russia,Artistic Gymnastics,individual all-round women,Women,GOLD,1
moscow-1980,Summer,Russia,Artistic Gymnastics,parallel bars men,Men,GOLD,1
moscow-1980,Summer,Russia,Artistic Gymnastics,parallel bars men,Men,SILVER,1
moscow-1980,Summer,Russia,Artistic Gymnastics,pommel horse men,Men,SILVER,1
moscow-1980,Summer,Russia,Artistic Gymnastics,rings men,Men,GOLD,1
moscow-1980,Summer,Russia,Artistic Gymnastics,rings men,Men,SILVER,1
moscow-1980,Summer,Russia,Artistic Gymnastics,team competition men,Men,GOLD,1
moscow-1980,Summer,Russia,Artistic Gymnastics,team competition women,Women,GOLD,1
moscow-1980,Summer,Russia,Artistic Gymnastics,uneven bars women,Women,BRONZE,1
moscow-1980,Summer,Russia,Artistic Gymnastics,vault men,Men,GOLD,1
moscow-1980,Summer,Russia,Artistic Gymnastics,vault men,Men,SILVER,1
moscow-1980,Summer,Russia,Artistic Gymnastics,vault women,Women,GOLD,1
moscow-1980,Summer,Russia,Athletics,100m hurdles women,Women,GOLD,1
moscow-1980,Summer,Russia,Athletics,100m women,Women,GOLD,1
moscow-1980,Summer,Russia,Athletics,110m hurdles men,Men,BRONZE,1
moscow-1980,Summer,Russia,Athletics,1500m women,Women,BRONZE,1
moscow-1980,Summer,Russia,Athletics,1500m women,Women,GOLD,1
moscow-1980,Summer,Russia,Athletics,200m women,Women,SILVER,1
moscow-1980,Summer,Russia,Athletics,20km walk men,Men,SILVER,1
moscow-1980,Summer,Russia,Athletics,400m hurdles men,Men,SILVER,1
moscow-1980,Summer,Russia,Athletics,400m men,Men,GOLD,1
moscow-1980,Summer,Russia,Athletics,4x100m relay men,Men,GOLD,1
moscow-1980,Summer,Russia,Athletics,4x100m relay women,Women,SILVER,1
moscow-1980,Summer,Russia,Athletics,4x400m relay men,Men,GOLD,1
moscow-1980,Summer,Russia,Athletics,4x400m relay women,Women,GOLD,1
moscow-1980,Summer,Russia,Athletics,50km walk men,Men,BRONZE,1
moscow-1980,Summer,Russia,Athletics,800m men,Men,BRONZE,1
moscow-1980,Summer,Russia,Athletics,800m women,Women,BRONZE,1
moscow-1980,Summer,Russia,Athletics,800m women,Women,GOLD,1
moscow-1980,Summer,Russia,Athletics,800m women,Women,SILVER,1
moscow-1980,Summer,Russia,Athletics,decathlon men,Men,BRONZE,1
moscow-1980,Summer,Russia,Athletics,decathlon men,Men,SILVER,1
moscow-1980,Summer,Russia,Athletics,discus throw men,Men,GOLD,1
moscow-1980,Summer,Russia,Athletics,discus throw women,Women,BRONZE,1
moscow-1980,Summer,Russia,Athletics,hammer throw men,Men,BRONZE,1
moscow-1980,Summer,Russia,Athletics,hammer throw men,Men,GOLD,1
moscow-1980,Summer,Russia,Athletics,hammer throw men,Men,SILVER,1
moscow-1980,Summer,Russia,Athletics,javelin throw men,Men,GOLD,1
moscow-1980,Summer,Russia,Athletics,javelin throw men,Men,SILVER,1
moscow-1980,Summer,Russia,Athletics,javelin throw women,Women,SILVER,1
moscow-1980,Summer,Russia,Athletics,long jump men,Men,BRONZE,1
moscow-1980,Summer,Russia,Athletics,long jump women,Women,BRONZE,1
moscow-1980,Summer,Russia,Athletics,long jump women,Women,GOLD,1
moscow-1980,Summer,Russia,Athletics,marathon men,Men,BRONZE,1
moscow-1980,Summer,Russia,Athletics,pentathlon women,Women,BRONZE,1
moscow-1980,Summer,Russia,Athletics,pentathlon women,Women,GOLD,1
moscow-1980,Summer,Russia,Athletics,pentathlon women,Women,SILVER,1
moscow-1980,Summer,Russia,Athletics,pole vault men,Men,SILVER,1
moscow-1980,Summer,Russia,Athletics,shot put men,Men,GOLD,1
moscow-1980,Summer,Russia,Athletics,shot put men,Men,SILVER,1
moscow-1980,Summer,Russia,Athletics,shot put women,Women,SILVER,1
moscow-1980,Summer,Russia,Athletics,triple jump men,Men,GOLD,1
moscow-1980,Summer,Russia,Athletics,triple jump men,Men,SILVER,1
moscow-1980,Summer,Russia,Basketball,basketball men,Men,BRONZE,1
moscow-1980,Summer,Russia,Basketball,basketball women,Women,GOLD,1
moscow-1980,Summer,Russia,Boxing,48-51kg flyweight men,Men,SILVER,1
moscow-1980,Summer,Russia,Boxing,48kg lightflyweight men,Men,GOLD,1
moscow-1980,Summer,Russia,Boxing,54-57kg featherweight men,Men,BRONZE,1
moscow-1980,Summer,Russia,Boxing,57-60kg lightweight men,Men,SILVER,1
moscow-1980,Summer,Russia,Boxing,60-63.5kg lightwelterweigh men,Men,SILVER,1
moscow-1980,Summer,Russia,Boxing,67-71kg lightmiddleweight men,Men,SILVER,1
moscow-1980,Summer,Russia,Boxing,71-75kg men,Men,SILVER,1
moscow-1980,Summer,Russia,Boxing,81kg heavyweight men,Men,SILVER,1
moscow-1980,Summer,Russia,Canoe Sprint,c1 1000m canoe single men,Men,SILVER,1
moscow-1980,Summer,Russia,Canoe Sprint,c1 500m canoe single men,Men,GOLD,1
moscow-1980,Summer,Russia,Canoe Sprint,c2 1000m canoe double men,Men,BRONZE,1
moscow-1980,Summer,Russia,Canoe Sprint,k1 500m kayak single men,Men,GOLD,1
moscow-1980,Summer,Russia,Canoe Sprint,k1 500m kayak single women,Women,BRONZE,1
moscow-1980,Summer,Russia,Canoe Sprint,k2 1000m kayak double men,Men,GOLD,1
moscow-1980,Summer,Russia,Canoe Sprint,k2 500m kayak double men,Men,GOLD,1
moscow-1980,Summer,Russia,Canoe Sprint,k2 500m kayak double women,Women,SILVER,1
moscow-1980,Summer,Russia,Cycling Road,individual road race men,Men,BRONZE,1
moscow-1980,Summer,Russia,Cycling Road,individual road race men,Men,GOLD,1
moscow-1980,Summer,Russia,Cycling Road,team time trial men,Men,GOLD,1
moscow-1980,Summer,Russia,Cycling Track,1km time trial men,Men,SILVER,1
moscow-1980,Summer,Russia,Cycling Track,sprint individual men,Men,BRONZE,1
moscow-1980,Summer,Russia,Cycling Track,team pursuit 4000m men,Men,GOLD,1
moscow-1980,Summer,Russia,Diving,10m platform men,Men,BRONZE,1
moscow-1980,Summer,Russia,Diving,10m platform men,Men,SILVER,1
moscow-1980,Summer,Russia,Diving,10m platform women,Women,BRONZE,1
moscow-1980,Summer,Russia,Diving,10m platform women,Women,SILVER,1
moscow-1980,Summer,Russia,Diving,3m springboard men,Men,GOLD,1
moscow-1980,Summer,Russia,Diving,3m springboard women,Women,GOLD,1
moscow-1980,Summer,Russia,Equestrian,individual mixed,Open,BRONZE,1
moscow-1980,Summer,Russia,Equestrian,individual mixed,Open,SILVER,1
moscow-1980,Summer,Russia,Equestrian,team mixed,Open,GOLD,1
moscow-1980,Summer,Russia,Fencing,foil individual men,Men,BRONZE,1
moscow-1980,Summer,Russia,Fencing,foil individual men,Men,GOLD,1
moscow-1980,Summer,Russia,Fencing,foil team men,Men,SILVER,1
moscow-1980,Summer,Russia,Fencing,foil team women,Women,SILVER,1
moscow-1980,Summer,Russia,Fencing,sabre individual men,Men,GOLD,1
moscow-1980,Summer,Russia,Fencing,sabre individual men,Men,SILVER,1
moscow-1980,Summer,Russia,Fencing,sabre team men,Men,GOLD,1
moscow-1980,Summer,Russia,Fencing,épée team men,Men,BRONZE,1
moscow-1980,Summer,Russia,Football,football men,Men,BRONZE,1
moscow-1980,Summer,Russia,Handball,handball men,Men,SILVER,1
moscow-1980,Summer,Russia,Handball,handball women,Women,GOLD,1
moscow-1980,Summer,Russia,Hockey,hockey men,Men,BRONZE,1
moscow-1980,Summer,Russia,Hockey,hockey women,Women,BRONZE,1
moscow-1980,Summer,Russia,Judo,- 60 kg men,Men,BRONZE,1
moscow-1980,Summer,Russia,Judo,60  65kg halflightweight men,Men,GOLD,1
moscow-1980,Summer,Russia,Judo,71  78kg halfmiddleweight men,Men,GOLD,1
moscow-1980,Summer,Russia,Judo,78  86kg middleweight men,Men,BRONZE,1
moscow-1980,Summer,Russia,Judo,86  95kg halfheavyweight men,Men,SILVER,1
moscow-1980,Summer,Russia,Modern Pentathlon,individual competition men,Men,BRONZE,1
moscow-1980,Summer,Russia,Modern Pentathlon,individual competition men,Men,GOLD,1
moscow-1980,Summer,Russia,Modern Pentathlon,team competition men,Men,GOLD,1
moscow-1980,Summer,Russia,Rowing,double sculls 2x women,Women,GOLD,1
moscow-1980,Summer,Russia,Rowing,eight with coxswain 8 men,Men,BRONZE,1
moscow-1980,Summer,Russia,Rowing,eight with coxswain 8 women,Women,SILVER,1
moscow-1980,Summer,Russia,Rowing,four without coxswain 4 men,Men,SILVER,1
moscow-1980,Summer,Russia,Rowing,four-oared shell with coxswain men,Men,SILVER,1
moscow-1980,Summer,Russia,Rowing,fouroared shell with coxswain 4 women,Women,BRONZE,1
moscow-1980,Summer,Russia,Rowing,pair without coxswain 2 men,Men,SILVER,1
moscow-1980,Summer,Russia,Rowing,pair-oared shell with coxswain men,Men,SILVER,1
moscow-1980,Summer,Russia,Rowing,quadruple sculls with coxswain women,Women,SILVER,1
moscow-1980,Summer,Russia,Rowing,quadruple sculls without coxsw men,Men,SILVER,1
moscow-1980,Summer,Russia,Rowing,single sculls 1x men,Men,SILVER,1
moscow-1980,Summer,Russia,Rowing,single sculls 1x women,Women,SILVER,1
moscow-1980,Summer,Russia,Sailing,finn - one person dinghy (heavyweight) men,Open,BRONZE,1
moscow-1980,Summer,Russia,Sailing,fleetmatch race keelboat open soling mixed,Open,SILVER,1
moscow-1980,Summer,Russia,Sailing,twoperson keelboat open star mixed,Open,GOLD,1
moscow-1980,Summer,Russia,Shooting,50m pistol 60 shots mixed,Open,GOLD,1
moscow-1980,Summer,Russia,Shooting,50m rifle 3 positions 3x40 shots mixed,Open,GOLD,1
moscow-1980,Summer,Russia,Shooting,50m running target 3030 shots mixed,Open,BRONZE,1
moscow-1980,Summer,Russia,Shooting,50m running target 3030 shots mixed,Open,GOLD,1
moscow-1980,Summer,Russia,Shooting,trap (125 targets) mixed,Open,SILVER,1
moscow-1980,Summer,Russia,Swimming,100m backstroke men,Men,BRONZE,1
moscow-1980,Summer,Russia,Swimming,100m backstroke men,Men,SILVER,1
moscow-1980,Summer,Russia,Swimming,100m breaststroke men,Men,SILVER,1
moscow-1980,Summer,Russia,Swimming,100m breaststroke women,Women,SILVER,1
moscow-1980,Summer,Russia,Swimming,1500m freestyle men,Men,GOLD,1
moscow-1980,Summer,Russia,Swimming,1500m freestyle men,Men,SILVER,1
moscow-1980,Summer,Russia,Swimming,200m breaststroke men,Men,BRONZE,1
moscow-1980,Summer,Russia,Swimming,200m breaststroke men,Men,GOLD,1
moscow-1980,Summer,Russia,Swimming,200m breaststroke women,Women,BRONZE,1
moscow-1980,Summer,Russia,Swimming,200m breaststroke women,Women,GOLD,1
moscow-1980,Summer,Russia,Swimming,200m breaststroke women,Women,SILVER,1
moscow-1980,Summer,Russia,Swimming,200m butterfly men,Men,GOLD,1
moscow-1980,Summer,Russia,Swimming,200m freestyle men,Men,GOLD,1
moscow-1980,Summer,Russia,Swimming,200m freestyle men,Men,SILVER,1
moscow-1980,Summer,Russia,Swimming,400m freestyle men,Men,BRONZE,1
moscow-1980,Summer,Russia,Swimming,400m freestyle men,Men,GOLD,1
moscow-1980,Summer,Russia,Swimming,400m freestyle men,Men,SILVER,1
moscow-1980,Summer,Russia,Swimming,400m individual medley men,Men,GOLD,1
moscow-1980,Summer,Russia,Swimming,400m individual medley men,Men,SILVER,1
moscow-1980,Summer,Russia,Swimming,4x100m medley relay men,Men,SILVER,1
moscow-1980,Summer,Russia,Swimming,4x100m medley relay women,Women,BRONZE,1
moscow-1980,Summer,Russia,Swimming,4x200m freestyle relay men,Men,GOLD,1
moscow-1980,Summer,Russia,Volleyball,volleyball men,Men,GOLD,1
moscow-1980,Summer,Russia,Volleyball,volleyball women,Women,GOLD,1
moscow-1980,Summer,Russia,Water Polo,water polo men,Men,GOLD,1
moscow-1980,Summer,Russia,Weightlifting,100  110kg heavyweight men,Men,GOLD,1
moscow-1980,Summer,Russia,Weightlifting,110kg super heavyweight men,Men,GOLD,1
moscow-1980,Summer,Russia,Weightlifting,52kg flyweight men,Men,GOLD,1
moscow-1980,Summer,Russia,Weightlifting,56 - 60kg (featherweight) men,Men,GOLD,1
moscow-1980,Summer,Russia,Weightlifting,56kg bantamweight men,Men,SILVER,1
moscow-1980,Summer,Russia,Weightlifting,"67.5 - 75kg, (middleweight) men",Men,SILVER,1
moscow-1980,Summer,Russia,Weightlifting,75  825kg lightheavyweight men,Men,GOLD,1
moscow-1980,Summer,Russia,Weightlifting,90 - 100kg (first-heavyweight) men,Men,SILVER,1
moscow-1980,Summer,Russia,Wrestling,"bantamweight, freestyle (≤57 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"bantamweight, greco-roman (≤57 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"featherweight, freestyle (≤62 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"featherweight, greco-roman (≤62 kilograms) men",Men,BRONZE,1
moscow-1980,Summer,Russia,Wrestling,"flyweight, freestyle (≤52 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"flyweight, greco-roman (≤52 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"heavyweight, freestyle (≤100 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"light-flyweight, freestyle (≤48 kilograms) men",Men,BRONZE,1
moscow-1980,Summer,Russia,Wrestling,"light-flyweight, greco-roman (≤48 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"light-heavyweight, freestyle (≤90 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"light-heavyweight, greco-roman (≤90 kilograms) men",Men,SILVER,1
moscow-1980,Summer,Russia,Wrestling,"lightweight, freestyle (≤68 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"middleweight, freestyle (≤82 kilograms) men",Men,SILVER,1
moscow-1980,Summer,Russia,Wrestling,"middleweight, greco-roman (≤82 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"super-heavyweight, freestyle (>100 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"super-heavyweight, greco-roman (>100 kilograms) men",Men,GOLD,1
moscow-1980,Summer,Russia,Wrestling,"welterweight, greco-roman (≤74 kilograms) men",Men,SILVER,1
moscow-1980,Summer,Spain,Athletics,50km walk men,Men,SILVER,1
moscow-1980,Summer,Spain,Canoe Sprint,k2 1000m kayak double men,Men,BRONZE,1
moscow-1980,Summer,Spain,Canoe Sprint,k2 500m kayak double men,Men,SILVER,1
moscow-1980,Summer,Spain,Hockey,hockey men,Men,SILVER,1
moscow-1980,Summer,Spain,Sailing,flying dutchman mixed,Open,GOLD,1
moscow-1980,Summer,Spain,Swimming,100m butterfly men,Men,BRONZE,1
moscow-1980,Summer,Sweden,Fencing,épée individual men,Men,GOLD,1
moscow-1980,Summer,Sweden,Modern Pentathlon,team competition men,Men,BRONZE,1
moscow-1980,Summer,Sweden,Sailing,tornado - multihull mixed,Open,BRONZE,1
moscow-1980,Summer,Sweden,Shooting,50m rifle 3 positions 3x40 shots mixed,Open,BRONZE,1
moscow-1980,Summer,Sweden,Shooting,skeet (125 targets) mixed,Open,SILVER,1
moscow-1980,Summer,Sweden,Swimming,100m backstroke men,Men,GOLD,1
moscow-1980,Summer,Sweden,Swimming,100m butterfly men,Men,GOLD,1
moscow-1980,Summer,Sweden,Swimming,100m freestyle men,Men,BRONZE,1
moscow-1980,Summer,Sweden,Swimming,100m freestyle men,Men,SILVER,1
moscow-1980,Summer,Sweden,Swimming,4x100m freestyle relay women,Women,SILVER,1
moscow-1980,Summer,Sweden,Wrestling,"bantamweight, greco-roman (≤57 kilograms) men",Men,BRONZE,1
moscow-1980,Summer,Sweden,Wrestling,"lightweight, greco-roman (≤68 kilograms) men",Men,BRONZE,1
moscow-1980,Summer,Switzerland,Cycling Track,individual pursuit men,Men,GOLD,1
moscow-1980,Summer,Switzerland,Judo,78  86kg middleweight men,Men,GOLD,1
moscow-1980,Summer,Uganda,Boxing,63.5 - 67kg (welterweight) men,Men,SILVER,1
moscow-1980,Summer,United Republic of Tanzania,Athletics,3000m steeplechase men,Men,SILVER,1
moscow-1980,Summer,United Republic of Tanzania,Athletics,5000m men,Men,SILVER,1
moscow-1980,Summer,Venezuela,Boxing,51-54kg bantamweight men,Men,SILVER,1
moscow-1980,Summer,Yugoslavia,Basketball,basketball men,Men,GOLD,1
moscow-1980,Summer,Yugoslavia,Basketball,basketball women,Women,BRONZE,1
moscow-1980,Summer,Yugoslavia,Boxing,75-81kg lightheavyweight men,Men,GOLD,1
moscow-1980,Summer,Yugoslavia,Handball,handball women,Women,SILVER,1
moscow-1980,Summer,Yugoslavia,Judo,95kg heavyweight men,Men,BRONZE,1
moscow-1980,Summer,Yugoslavia,Rowing,double sculls 2x men,Men,SILVER,1
moscow-1980,Summer,Yugoslavia,Rowing,pair-oared shell with coxswain men,Men,BRONZE,1
moscow-1980,Summer,Yugoslavia,Water Polo,water polo men,Men,SILVER,1
moscow-1980,Summer,Yugoslavia,Wrestling,"lightweight, freestyle (≤68 kilograms) men",Men,BRONZE,1
moscow-1980,Summer,Zimbabwe,Hockey,hockey women,Women,GOLD,1
munich-1972,Summer,Argentina,Rowing,single sculls 1x men,Men,SILVER,1
munich-1972,Summer,Australia,Athletics,100m women,Women,SILVER,1
munich-1972,Summer,Australia,Athletics,200m women,Women,SILVER,1
munich-1972,Summer,Australia,Cycling Road,individual road race men,Men,SILVER,1
munich-1972,Summer,Australia,Cycling Track,1km time trial men,Men,SILVER,1
munich-1972,Summer,Australia,Cycling Track,sprint individual men,Men,SILVER,1
munich-1972,Summer,Australia,Sailing,dragon mixed,Open,GOLD,1
munich-1972,Summer,Australia,Sailing,twoperson keelboat open star mixed,Open,GOLD,1
munich-1972,Summer,Australia,Swimming,100m breaststroke women,Women,BRONZE,1
munich-1972,Summer,Australia,Swimming,100m freestyle women,Women,BRONZE,1
munich-1972,Summer,Australia,Swimming,1500m freestyle men,Men,SILVER,1
munich-1972,Summer,Australia,Swimming,200m breaststroke women,Women,GOLD,1
munich-1972,Summer,Australia,Swimming,200m freestyle women,Women,GOLD,1
munich-1972,Summer,Australia,Swimming,200m individual medley women,Women,GOLD,1
munich-1972,Summer,Australia,Swimming,400m freestyle men,Men,GOLD,1
munich-1972,Summer,Australia,Swimming,400m freestyle women,Women,GOLD,1
munich-1972,Summer,Australia,Swimming,400m individual medley women,Women,GOLD,1
munich-1972,Summer,Australia,Swimming,800m freestyle women,Women,SILVER,1
munich-1972,Summer,Austria,Athletics,high jump women,Women,BRONZE,1
munich-1972,Summer,Austria,Canoe Slalom,k1 kayak single men,Men,SILVER,1
munich-1972,Summer,Austria,Shooting,50m pistol 60 shots mixed,Open,BRONZE,1
munich-1972,Summer,Belgium,Athletics,10000m men,Men,SILVER,1
munich-1972,Summer,Belgium,Athletics,marathon men,Men,SILVER,1
munich-1972,Summer,Brazil,Athletics,triple jump men,Men,BRONZE,1
munich-1972,Summer,Brazil,Judo,80 - 93kg (half-heavyweight) men,Men,BRONZE,1
munich-1972,Summer,Bulgaria,Athletics,discus throw women,Women,BRONZE,1
munich-1972,Summer,Bulgaria,Athletics,high jump women,Women,SILVER,1
munich-1972,Summer,Bulgaria,Athletics,long jump women,Women,SILVER,1
munich-1972,Summer,Bulgaria,Athletics,shot put women,Women,BRONZE,1
munich-1972,Summer,Bulgaria,Boxing,48-51kg flyweight men,Men,GOLD,1
munich-1972,Summer,Bulgaria,Boxing,60-63.5kg lightwelterweigh men,Men,SILVER,1
munich-1972,Summer,Bulgaria,Canoe Sprint,c2 1000m canoe double men,Men,BRONZE,1
munich-1972,Summer,Bulgaria,Weightlifting,56 - 60kg (featherweight) men,Men,GOLD,1
munich-1972,Summer,Bulgaria,Weightlifting,60-67.5kg lightweight men,Men,SILVER,1
munich-1972,Summer,Bulgaria,Weightlifting,"67.5 - 75kg, (middleweight) men",Men,GOLD,1
munich-1972,Summer,Bulgaria,Weightlifting,825  90kg total middleheavyweight men,Men,GOLD,1
munich-1972,Summer,Bulgaria,Weightlifting,825  90kg total middleheavyweight men,Men,SILVER,1
munich-1972,Summer,Bulgaria,Weightlifting,91  110kg heavyweight men,Men,SILVER,1
munich-1972,Summer,Bulgaria,Wrestling,"featherweight, freestyle (≤62 kilograms) men",Men,BRONZE,1
munich-1972,Summer,Bulgaria,Wrestling,"featherweight, greco-roman (≤62 kilograms) men",Men,GOLD,1
munich-1972,Summer,Bulgaria,Wrestling,"flyweight, greco-roman (≤52 kilograms) men",Men,GOLD,1
munich-1972,Summer,Bulgaria,Wrestling,"light-flyweight, freestyle (≤48 kilograms) men",Men,SILVER,1
munich-1972,Summer,Bulgaria,Wrestling,"light-flyweight, greco-roman (≤48 kilograms) men",Men,BRONZE,1
munich-1972,Summer,Bulgaria,Wrestling,"lightweight, greco-roman (≤68 kilograms) men",Men,SILVER,1
munich-1972,Summer,Bulgaria,Wrestling,"super-heavyweight, freestyle (>100 kilograms) men",Men,SILVER,1
munich-1972,Summer,Bulgaria,Wrestling,"super-heavyweight, greco-roman (>100 kilograms) men",Men,SILVER,1
munich-1972,Summer,Canada,Sailing,fleetmatch race keelboat open soling mixed,Open,BRONZE,1
munich-1972,Summer,Canada,Swimming,100m butterfly men,Men,SILVER,1
munich-1972,Summer,Canada,Swimming,200m backstroke women,Women,BRONZE,1
munich-1972,Summer,Canada,Swimming,400m individual medley women,Women,SILVER,1
munich-1972,Summer,Canada,Swimming,4x100m medley relay men,Men,BRONZE,1
munich-1972,Summer,Colombia,Boxing,54-57kg featherweight men,Men,BRONZE,1
munich-1972,Summer,Colombia,Boxing,57-60kg lightweight men,Men,BRONZE,1
munich-1972,Summer,Colombia,Shooting,50m running target 3030 shots mixed,Open,SILVER,1
munich-1972,Summer,Cuba,Athletics,100m women,Women,BRONZE,1
munich-1972,Summer,Cuba,Athletics,4x100m relay women,Women,BRONZE,1
munich-1972,Summer,Cuba,Basketball,basketball men,Men,BRONZE,1
munich-1972,Summer,Cuba,Boxing,48-51kg flyweight men,Men,BRONZE,1
munich-1972,Summer,Cuba,Boxing,51-54kg bantamweight men,Men,GOLD,1
munich-1972,Summer,Cuba,Boxing,63.5-67kg welterweight men,Men,GOLD,1
munich-1972,Summer,Cuba,Boxing,75-81kg lightheavyweight men,Men,SILVER,1
munich-1972,Summer,Cuba,Boxing,81kg heavyweight men,Men,GOLD,1
munich-1972,Summer,Czech Republic,Athletics,discus throw men,Men,GOLD,1
munich-1972,Summer,Czech Republic,Athletics,long jump women,Women,BRONZE,1
munich-1972,Summer,Czech Republic,Diving,10m platform women,Women,SILVER,1
munich-1972,Summer,Czech Republic,Handball,handball men,Men,SILVER,1
munich-1972,Summer,Czech Republic,Rowing,four-oared shell with coxswain men,Men,BRONZE,1
munich-1972,Summer,Czech Republic,Rowing,pair-oared shell with coxswain men,Men,SILVER,1
munich-1972,Summer,Czech Republic,Shooting,25m rapid fire pistol 60 shots mixed,Open,SILVER,1
munich-1972,Summer,Czech Republic,Wrestling,"welterweight, greco-roman (≤74 kilograms) men",Men,GOLD,1
munich-1972,Summer,Denmark,Cycling Track,1km time trial men,Men,GOLD,1
munich-1972,Summer,Ethiopia,Athletics,10000m men,Men,BRONZE,1
munich-1972,Summer,Ethiopia,Athletics,marathon men,Men,BRONZE,1
munich-1972,Summer,Finland,Archery,individual fita round men,Men,BRONZE,1
munich-1972,Summer,Finland,Athletics,10000m men,Men,GOLD,1
munich-1972,Summer,Finland,Athletics,1500m men,Men,GOLD,1
munich-1972,Summer,Finland,Athletics,3000m steeplechase men,Men,BRONZE,1
munich-1972,Summer,Finland,Athletics,5000m men,Men,GOLD,1
munich-1972,Summer,Finland,Boxing,71-75kg men,Men,SILVER,1
munich-1972,Summer,Finland,Modern Pentathlon,team competition men,Men,BRONZE,1
munich-1972,Summer,Finland,Wrestling,"bantamweight, greco-roman (≤57 kilograms) men",Men,BRONZE,1
