slug_game,game_season,country_name,discipline_title,event_title,event_gender,medal_type,medal_count
albertville-1992,Winter,Austria,Alpine Skiing,alpine combined women,Women,GOLD,1
albertville-1992,Winter,Austria,Alpine Skiing,alpine combined women,Women,SILVER,1
albertville-1992,Winter,Austria,Alpine Skiing,downhill men,Men,BRONZE,1
albertville-1992,Winter,Austria,Alpine Skiing,downhill men,Men,GOLD,1
albertville-1992,Winter,Austria,Alpine Skiing,downhill women,Women,BRONZE,1
albertville-1992,Winter,Austria,Alpine Skiing,giant slalom women,Women,SILVER,1
albertville-1992,Winter,Austria,Alpine Skiing,slalom men,Men,BRONZE,1
albertville-1992,Winter,Austria,Alpine Skiing,slalom women,Women,GOLD,1
albertville-1992,Winter,Austria,Bobsleigh,four-man men,Men,GOLD,1
albertville-1992,Winter,Austria,Luge,singles men,Men,BRONZE,1
albertville-1992,Winter,Austria,Luge,singles men,Men,SILVER,1
albertville-1992,Winter,Austria,Luge,singles women,Women,GOLD,1
albertville-1992,Winter,Austria,Luge,singles women,Women,SILVER,1
albertville-1992,Winter,Austria,Nordic Combined,individual men,Men,BRONZE,1
albertville-1992,Winter,Austria,Nordic Combined,team men,Men,BRONZE,1
albertville-1992,Winter,Austria,Ski Jumping,large hill individual men,Men,BRONZE,1
albertville-1992,Winter,Austria,Ski Jumping,large hill individual men,Men,SILVER,1
albertville-1992,Winter,Austria,Ski Jumping,normal hill individual men,Men,GOLD,1
albertville-1992,Winter,Austria,Ski Jumping,normal hill individual men,Men,SILVER,1
albertville-1992,Winter,Austria,Ski Jumping,teams men,Men,SILVER,1
albertville-1992,Winter,Austria,Speed skating,3000m women,Women,BRONZE,1
albertville-1992,Winter,Canada,Alpine Skiing,downhill women,Women,GOLD,1
albertville-1992,Winter,Canada,Biathlon,15km women,Women,BRONZE,1
albertville-1992,Winter,Canada,Figure skating,pairs mixed,Mixed,BRONZE,1
albertville-1992,Winter,Canada,Ice Hockey,ice hockey men,Men,SILVER,1
albertville-1992,Winter,Canada,Short Track,1000m men,Men,SILVER,1
albertville-1992,Winter,Canada,Short Track,3000m relay women,Women,GOLD,1
albertville-1992,Winter,Canada,Short Track,5000m relay men,Men,SILVER,1
albertville-1992,Winter,China,Short Track,500m women,Women,SILVER,1
albertville-1992,Winter,China,Speed skating,1000m women,Women,SILVER,1
albertville-1992,Winter,China,Speed skating,500m women,Women,SILVER,1
albertville-1992,Winter,Czech Republic,Figure skating,individual men,Men,BRONZE,1
albertville-1992,Winter,Czech Republic,Ice Hockey,ice hockey men,Men,BRONZE,1
albertville-1992,Winter,Czech Republic,Ski Jumping,teams men,Men,BRONZE,1
albertville-1992,Winter,Finland,Biathlon,10km men,Men,BRONZE,1
albertville-1992,Winter,Finland,Cross Country Skiing,15km mass start women,Women,SILVER,1
albertville-1992,Winter,Finland,Cross Country Skiing,5km women,Women,GOLD,1
albertville-1992,Winter,Finland,Cross Country Skiing,relay 4x10km men,Men,BRONZE,1
albertville-1992,Winter,Finland,Ski Jumping,large hill individual men,Men,GOLD,1
albertville-1992,Winter,Finland,Ski Jumping,normal hill individual men,Men,BRONZE,1
albertville-1992,Winter,Finland,Ski Jumping,teams men,Men,GOLD,1
albertville-1992,Winter,France,Alpine Skiing,alpine combined women,Women,BRONZE,1
albertville-1992,Winter,France,Alpine Skiing,downhill men,Men,SILVER,1
albertville-1992,Winter,France,Alpine Skiing,super-g women,Women,SILVER,1
albertville-1992,Winter,France,Biathlon,3x75km relay women,Women,GOLD,1
albertville-1992,Winter,France,Figure skating,ice dancing mixed,Mixed,SILVER,1
albertville-1992,Winter,France,Freestyle Skiing,moguls men,Men,GOLD,1
albertville-1992,Winter,France,Freestyle Skiing,moguls men,Men,SILVER,1
albertville-1992,Winter,France,Nordic Combined,individual men,Men,GOLD,1
albertville-1992,Winter,France,Nordic Combined,individual men,Men,SILVER,1
albertville-1992,Winter,Germany,Alpine Skiing,super-g women,Women,BRONZE,1
albertville-1992,Winter,Germany,Biathlon,10km men,Men,GOLD,1
albertville-1992,Winter,Germany,Biathlon,10km men,Men,SILVER,1
albertville-1992,Winter,Germany,Biathlon,15km women,Women,GOLD,1
albertville-1992,Winter,Germany,Biathlon,20km men,Men,SILVER,1
albertville-1992,Winter,Germany,Biathlon,3x75km relay women,Women,SILVER,1
albertville-1992,Winter,Germany,Biathlon,4x75km relay men,Men,GOLD,1
albertville-1992,Winter,Germany,Biathlon,75km women,Women,SILVER,1
albertville-1992,Winter,Germany,Bobsleigh,four-man men,Men,SILVER,1
albertville-1992,Winter,Germany,Bobsleigh,two-man men,Men,BRONZE,1
albertville-1992,Winter,Germany,Bobsleigh,two-man men,Men,SILVER,1
albertville-1992,Winter,Germany,Luge,doubles mixed,Open,GOLD,1
albertville-1992,Winter,Germany,Luge,doubles mixed,Open,SILVER,1
albertville-1992,Winter,Germany,Luge,singles men,Men,GOLD,1
albertville-1992,Winter,Germany,Luge,singles women,Women,BRONZE,1
albertville-1992,Winter,Germany,Speed skating,1000m men,Men,GOLD,1
albertville-1992,Winter,Germany,Speed skating,1000m women,Women,BRONZE,1
albertville-1992,Winter,Germany,Speed skating,1500m women,Women,GOLD,1
albertville-1992,Winter,Germany,Speed skating,1500m women,Women,SILVER,1
albertville-1992,Winter,Germany,Speed skating,3000m women,Women,GOLD,1
albertville-1992,Winter,Germany,Speed skating,3000m women,Women,SILVER,1
albertville-1992,Winter,Germany,Speed skating,5000m women,Women,BRONZE,1
albertville-1992,Winter,Germany,Speed skating,5000m women,Women,GOLD,1
albertville-1992,Winter,Germany,Speed skating,5000m women,Women,SILVER,1
albertville-1992,Winter,Germany,Speed skating,500m men,Men,GOLD,1
albertville-1992,Winter,Germany,Speed skating,500m women,Women,BRONZE,1
albertville-1992,Winter,Italy,Alpine Skiing,alpine combined men,Men,GOLD,1
albertville-1992,Winter,Italy,Alpine Skiing,alpine combined men,Men,SILVER,1
albertville-1992,Winter,Italy,Alpine Skiing,giant slalom men,Men,GOLD,1
albertville-1992,Winter,Italy,Alpine Skiing,slalom men,Men,SILVER,1
albertville-1992,Winter,Italy,Alpine Skiing,super-g women,Women,GOLD,1
albertville-1992,Winter,Italy,Cross Country Skiing,10km pursuit men,Men,SILVER,1
albertville-1992,Winter,Italy,Cross Country Skiing,30km women,Women,GOLD,1
albertville-1992,Winter,Italy,Cross Country Skiing,50km men,Men,BRONZE,1
albertville-1992,Winter,Italy,Cross Country Skiing,50km men,Men,SILVER,1
albertville-1992,Winter,Italy,Cross Country Skiing,combined 10km  15km pursuit men,Men,BRONZE,1
albertville-1992,Winter,Italy,Cross Country Skiing,combined 5km  10km pursuit women,Women,SILVER,1
albertville-1992,Winter,Italy,Cross Country Skiing,relay 4x10km men,Men,SILVER,1
albertville-1992,Winter,Italy,Cross Country Skiing,relay 4x5km women,Women,BRONZE,1
albertville-1992,Winter,Italy,Luge,doubles mixed,Open,BRONZE,1
albertville-1992,Winter,Japan,Figure skating,individual women,Women,SILVER,1
albertville-1992,Winter,Japan,Nordic Combined,team men,Men,GOLD,1
albertville-1992,Winter,Japan,Short Track,5000m relay men,Men,BRONZE,1
albertville-1992,Winter,Japan,Speed skating,1000m men,Men,BRONZE,1
albertville-1992,Winter,Japan,Speed skating,1500m women,Women,BRONZE,1
albertville-1992,Winter,Japan,Speed skating,500m men,Men,BRONZE,1
albertville-1992,Winter,Japan,Speed skating,500m men,Men,SILVER,1
albertville-1992,Winter,Luxembourg,Alpine Skiing,giant slalom men,Men,SILVER,1
albertville-1992,Winter,Luxembourg,Alpine Skiing,super-g men,Men,SILVER,1
albertville-1992,Winter,Netherlands,Speed skating,10000m men,Men,GOLD,1
albertville-1992,Winter,Netherlands,Speed skating,1500m men,Men,BRONZE,1
albertville-1992,Winter,Netherlands,Speed skating,5000m men,Men,BRONZE,1
albertville-1992,Winter,Netherlands,Speed skating,5000m men,Men,SILVER,1
albertville-1992,Winter,New Zealand,Alpine Skiing,slalom women,Women,SILVER,1
albertville-1992,Winter,North Korea,Short Track,500m women,Women,BRONZE,1
albertville-1992,Winter,Norway,Alpine Skiing,giant slalom men,Men,BRONZE,1
albertville-1992,Winter,Norway,Alpine Skiing,slalom men,Men,GOLD,1
albertville-1992,Winter,Norway,Alpine Skiing,super-g men,Men,BRONZE,1
albertville-1992,Winter,Norway,Alpine Skiing,super-g men,Men,GOLD,1
albertville-1992,Winter,Norway,Cross Country Skiing,10km pursuit men,Men,GOLD,1
albertville-1992,Winter,Norway,Cross Country Skiing,30km mass start men,Men,BRONZE,1
albertville-1992,Winter,Norway,Cross Country Skiing,30km mass start men,Men,GOLD,1
albertville-1992,Winter,Norway,Cross Country Skiing,30km mass start men,Men,SILVER,1
albertville-1992,Winter,Norway,Cross Country Skiing,50km men,Men,GOLD,1
albertville-1992,Winter,Norway,Cross Country Skiing,combined 10km  15km pursuit men,Men,GOLD,1
albertville-1992,Winter,Norway,Cross Country Skiing,combined 10km  15km pursuit men,Men,SILVER,1
albertville-1992,Winter,Norway,Cross Country Skiing,relay 4x10km men,Men,GOLD,1
albertville-1992,Winter,Norway,Cross Country Skiing,relay 4x5km women,Women,SILVER,1
albertville-1992,Winter,Norway,Freestyle Skiing,moguls women,Women,BRONZE,1
albertville-1992,Winter,Norway,Nordic Combined,team men,Men,SILVER,1
albertville-1992,Winter,Norway,Speed skating,10000m men,Men,BRONZE,1
albertville-1992,Winter,Norway,Speed skating,10000m men,Men,SILVER,1
albertville-1992,Winter,Norway,Speed skating,1500m men,Men,GOLD,1
albertville-1992,Winter,Norway,Speed skating,1500m men,Men,SILVER,1
albertville-1992,Winter,Norway,Speed skating,5000m men,Men,GOLD,1
albertville-1992,Winter,South Korea,Short Track,1000m men,Men,BRONZE,1
albertville-1992,Winter,South Korea,Short Track,1000m men,Men,GOLD,1
albertville-1992,Winter,South Korea,Short Track,5000m relay men,Men,GOLD,1
albertville-1992,Winter,South Korea,Speed skating,1000m men,Men,SILVER,1
albertville-1992,Winter,Spain,Alpine Skiing,slalom women,Women,BRONZE,1
albertville-1992,Winter,Sweden,Alpine Skiing,giant slalom women,Women,GOLD,1
albertville-1992,Winter,Sweden,Biathlon,20km men,Men,BRONZE,1
albertville-1992,Winter,Sweden,Biathlon,4x75km relay men,Men,BRONZE,1
albertville-1992,Winter,Sweden,Cross Country Skiing,10km pursuit men,Men,BRONZE,1
albertville-1992,Winter,Switzerland,Alpine Skiing,alpine combined men,Men,BRONZE,1
albertville-1992,Winter,Switzerland,Bobsleigh,four-man men,Men,BRONZE,1
albertville-1992,Winter,Switzerland,Bobsleigh,two-man men,Men,GOLD,1
albertville-1992,Winter,Unified Team,Biathlon,15km women,Women,SILVER,1
albertville-1992,Winter,Unified Team,Biathlon,20km men,Men,GOLD,1
albertville-1992,Winter,Unified Team,Biathlon,3x75km relay women,Women,BRONZE,1
albertville-1992,Winter,Unified Team,Biathlon,4x75km relay men,Men,SILVER,1
albertville-1992,Winter,Unified Team,Biathlon,75km women,Women,BRONZE,1
albertville-1992,Winter,Unified Team,Biathlon,75km women,Women,GOLD,1
albertville-1992,Winter,Unified Team,Cross Country Skiing,15km mass start women,Women,BRONZE,1
albertville-1992,Winter,Unified Team,Cross Country Skiing,15km mass start women,Women,GOLD,1
albertville-1992,Winter,Unified Team,Cross Country Skiing,30km women,Women,BRONZE,1
albertville-1992,Winter,Unified Team,Cross Country Skiing,30km women,Women,SILVER,1
albertville-1992,Winter,Unified Team,Cross Country Skiing,5km women,Women,BRONZE,1
albertville-1992,Winter,Unified Team,Cross Country Skiing,5km women,Women,SILVER,1
albertville-1992,Winter,Unified Team,Cross Country Skiing,combined 5km  10km pursuit women,Women,BRONZE,1
albertville-1992,Winter,Unified Team,Cross Country Skiing,combined 5km  10km pursuit women,Women,GOLD,1
albertville-1992,Winter,Unified Team,Cross Country Skiing,relay 4x5km women,Women,GOLD,1
albertville-1992,Winter,Unified Team,Figure skating,ice dancing mixed,Mixed,BRONZE,1
albertville-1992,Winter,Unified Team,Figure skating,ice dancing mixed,Mixed,GOLD,1
albertville-1992,Winter,Unified Team,Figure skating,individual men,Men,GOLD,1
albertville-1992,Winter,Unified Team,Figure skating,pairs mixed,Mixed,GOLD,1
albertville-1992,Winter,Unified Team,Figure skating,pairs mixed,Mixed,SILVER,1
albertville-1992,Winter,Unified Team,Freestyle Skiing,moguls women,Women,SILVER,1
albertville-1992,Winter,Unified Team,Ice Hockey,ice hockey men,Men,GOLD,1
albertville-1992,Winter,Unified Team,Short Track,3000m relay women,Women,BRONZE,1
albertville-1992,Winter,United States,Alpine Skiing,downhill women,Women,SILVER,1
albertville-1992,Winter,United States,Alpine Skiing,giant slalom women,Women,SILVER,1
albertville-1992,Winter,United States,Figure skating,individual men,Men,SILVER,1
albertville-1992,Winter,United States,Figure skating,individual women,Women,BRONZE,1
albertville-1992,Winter,United States,Figure skating,individual women,Women,GOLD,1
albertville-1992,Winter,United States,Freestyle Skiing,moguls men,Men,BRONZE,1
albertville-1992,Winter,United States,Freestyle Skiing,moguls women,Women,GOLD,1
albertville-1992,Winter,United States,Short Track,3000m relay women,Women,SILVER,1
albertville-1992,Winter,United States,Short Track,500m women,Women,GOLD,1
albertville-1992,Winter,United States,Speed skating,1000m women,Women,GOLD,1
albertville-1992,Winter,United States,Speed skating,500m women,Women,GOLD,1
amsterdam-1928,Summer,Argentina,Boxing,5352  5715kg featherweight men,Men,SILVER,1
amsterdam-1928,Summer,Argentina,Boxing,6124  6668kg welterweight men,Men,SILVER,1
amsterdam-1928,Summer,Argentina,Boxing,7257  7938kg lightheavyweight men,Men,GOLD,1
amsterdam-1928,Summer,Argentina,Boxing,7938kg heavyweight men,Men,GOLD,1
amsterdam-1928,Summer,Argentina,Fencing,foil team men,Men,BRONZE,1
amsterdam-1928,Summer,Argentina,Football,football men,Men,SILVER,1
amsterdam-1928,Summer,Argentina,Swimming,400m freestyle men,Men,GOLD,1
amsterdam-1928,Summer,Australia,Cycling Track,1km time trial men,Men,BRONZE,1
amsterdam-1928,Summer,Australia,Rowing,single sculls 1x men,Men,GOLD,1
amsterdam-1928,Summer,Australia,Swimming,1500m freestyle men,Men,SILVER,1
amsterdam-1928,Summer,Australia,Swimming,400m freestyle men,Men,SILVER,1
amsterdam-1928,Summer,Austria,Rowing,double sculls 2x men,Men,BRONZE,1
amsterdam-1928,Summer,Austria,Weightlifting,60-67.5kg lightweight men,Men,GOLD,1
amsterdam-1928,Summer,Austria,Weightlifting,60kg featherweight men,Men,GOLD,1
amsterdam-1928,Summer,Belgium,Boxing,6668  7257kg middleweight men,Men,BRONZE,1
amsterdam-1928,Summer,Belgium,Rowing,pair-oared shell with coxswain men,Men,BRONZE,1
amsterdam-1928,Summer,Belgium,Wrestling,"bantamweight, freestyle (≤56 kilograms) men",Men,SILVER,1
amsterdam-1928,Summer,Canada,Athletics,100m men,Men,GOLD,1
amsterdam-1928,Summer,Canada,Athletics,100m women,Women,BRONZE,1
amsterdam-1928,Summer,Canada,Athletics,100m women,Women,SILVER,1
amsterdam-1928,Summer,Canada,Athletics,200m men,Men,GOLD,1
amsterdam-1928,Summer,Canada,Athletics,400m men,Men,SILVER,1
amsterdam-1928,Summer,Canada,Athletics,4x100m relay women,Women,GOLD,1
amsterdam-1928,Summer,Canada,Athletics,4x400m relay men,Men,BRONZE,1
amsterdam-1928,Summer,Canada,Athletics,high jump women,Women,GOLD,1
amsterdam-1928,Summer,Canada,Boxing,6124  6668kg welterweight men,Men,BRONZE,1
amsterdam-1928,Summer,Canada,Rowing,double sculls 2x men,Men,SILVER,1
amsterdam-1928,Summer,Canada,Rowing,eight with coxswain 8 men,Men,BRONZE,1
amsterdam-1928,Summer,Canada,Swimming,4x200m freestyle relay men,Men,BRONZE,1
amsterdam-1928,Summer,Canada,Wrestling,"bantamweight, freestyle (≤56 kilograms) men",Men,BRONZE,1
amsterdam-1928,Summer,Canada,Wrestling,"middleweight, freestyle (≤79 kilograms) men",Men,SILVER,1
amsterdam-1928,Summer,Canada,Wrestling,"welterweight, freestyle (≤72 kilograms) men",Men,BRONZE,1
amsterdam-1928,Summer,Chile,Athletics,marathon men,Men,SILVER,1
amsterdam-1928,Summer,Czech Republic,Artistic Gymnastics,parallel bars men,Men,GOLD,1
amsterdam-1928,Summer,Czech Republic,Artistic Gymnastics,rings men,Men,BRONZE,1
amsterdam-1928,Summer,Czech Republic,Artistic Gymnastics,rings men,Men,SILVER,1
amsterdam-1928,Summer,Czech Republic,Artistic Gymnastics,team competition men,Men,SILVER,1
amsterdam-1928,Summer,Czech Republic,Artistic Gymnastics,vault men,Men,SILVER,1
amsterdam-1928,Summer,Czech Republic,Boxing,6668  7257kg middleweight men,Men,SILVER,1
amsterdam-1928,Summer,Czech Republic,Equestrian,individual mixed,Men,GOLD,1
amsterdam-1928,Summer,Czech Republic,Weightlifting,82.5kg heavyweight men,Men,BRONZE,1
amsterdam-1928,Summer,Czech Republic,Wrestling,"bantamweight, greco-roman (≤58 kilograms) men",Men,SILVER,1
amsterdam-1928,Summer,Denmark,Boxing,7938kg heavyweight men,Men,BRONZE,1
amsterdam-1928,Summer,Denmark,Cycling Road,individual time trial men,Men,GOLD,1
amsterdam-1928,Summer,Denmark,Cycling Road,team time trial men,Men,GOLD,1
amsterdam-1928,Summer,Denmark,Cycling Track,1km pursuit men,Men,BRONZE,1
amsterdam-1928,Summer,Denmark,Cycling Track,1km time trial men,Men,GOLD,1
amsterdam-1928,Summer,Denmark,Sailing,6m mixed,Open,SILVER,1
amsterdam-1928,Summer,Egypt,Diving,10m platform men,Men,SILVER,1
amsterdam-1928,Summer,Egypt,Diving,3m springboard men,Men,BRONZE,1
amsterdam-1928,Summer,Egypt,Weightlifting,75-82.5kg total lightheavyweight men,Men,GOLD,1
amsterdam-1928,Summer,Egypt,Wrestling,"light-heavyweight, greco-roman (≤82.5 kilograms) men",Men,GOLD,1
amsterdam-1928,Summer,Estonia,Sailing,6m mixed,Open,BRONZE,1
amsterdam-1928,Summer,Estonia,Weightlifting,82.5kg heavyweight men,Men,SILVER,1
amsterdam-1928,Summer,Estonia,Wrestling,"featherweight, greco-roman (≤60 kilograms) men",Men,GOLD,1
amsterdam-1928,Summer,Estonia,Wrestling,"lightweight, freestyle (≤66 kilograms) men",Men,GOLD,1
amsterdam-1928,Summer,Estonia,Wrestling,"middleweight, greco-roman (≤75 kilograms) men",Men,BRONZE,1
amsterdam-1928,Summer,Finland,Artistic Gymnastics,pommel horse men,Men,BRONZE,1
amsterdam-1928,Summer,Finland,Athletics,10000m men,Men,GOLD,1
amsterdam-1928,Summer,Finland,Athletics,10000m men,Men,SILVER,1
amsterdam-1928,Summer,Finland,Athletics,1500m men,Men,BRONZE,1
amsterdam-1928,Summer,Finland,Athletics,1500m men,Men,GOLD,1
amsterdam-1928,Summer,Finland,Athletics,3000m steeplechase men,Men,BRONZE,1
amsterdam-1928,Summer,Finland,Athletics,3000m steeplechase men,Men,GOLD,1
amsterdam-1928,Summer,Finland,Athletics,3000m steeplechase men,Men,SILVER,1
amsterdam-1928,Summer,Finland,Athletics,5000m men,Men,GOLD,1
amsterdam-1928,Summer,Finland,Athletics,5000m men,Men,SILVER,1
amsterdam-1928,Summer,Finland,Athletics,decathlon men,Men,GOLD,1
amsterdam-1928,Summer,Finland,Athletics,decathlon men,Men,SILVER,1
amsterdam-1928,Summer,Finland,Athletics,discus throw men,Men,SILVER,1
amsterdam-1928,Summer,Finland,Athletics,marathon men,Men,BRONZE,1
amsterdam-1928,Summer,Finland,Athletics,triple jump men,Men,BRONZE,1
amsterdam-1928,Summer,Finland,Wrestling,"bantamweight, freestyle (≤56 kilograms) men",Men,GOLD,1
amsterdam-1928,Summer,Finland,Wrestling,"featherweight, freestyle (≤61 kilograms) men",Men,SILVER,1
amsterdam-1928,Summer,Finland,Wrestling,"heavyweight, freestyle (>87 kilograms) men",Men,SILVER,1
amsterdam-1928,Summer,Finland,Wrestling,"heavyweight, greco-roman (>82.5 kilograms) men",Men,SILVER,1
amsterdam-1928,Summer,Finland,Wrestling,"light-heavyweight, greco-roman (≤82.5 kilograms) men",Men,BRONZE,1
amsterdam-1928,Summer,Finland,Wrestling,"lightweight, freestyle (≤66 kilograms) men",Men,BRONZE,1
amsterdam-1928,Summer,Finland,Wrestling,"lightweight, greco-roman (≤67.5 kilograms) men",Men,BRONZE,1
amsterdam-1928,Summer,Finland,Wrestling,"middleweight, greco-roman (≤75 kilograms) men",Men,GOLD,1
amsterdam-1928,Summer,Finland,Wrestling,"welterweight, freestyle (≤72 kilograms) men",Men,GOLD,1
amsterdam-1928,Summer,France,Athletics,1500m men,Men,SILVER,1
amsterdam-1928,Summer,France,Athletics,high jump men,Men,BRONZE,1
amsterdam-1928,Summer,France,Athletics,marathon men,Men,GOLD,1
amsterdam-1928,Summer,France,Boxing,508kg flyweight men,Men,SILVER,1
amsterdam-1928,Summer,France,Cycling Track,1km pursuit men,Men,GOLD,1
amsterdam-1928,Summer,France,Equestrian,individual mixed,Men,SILVER,1
amsterdam-1928,Summer,France,Fencing,foil individual men,Men,GOLD,1
amsterdam-1928,Summer,France,Fencing,foil team men,Men,SILVER,1
amsterdam-1928,Summer,France,Fencing,épée individual men,Men,GOLD,1
amsterdam-1928,Summer,France,Fencing,épée individual men,Men,SILVER,1
amsterdam-1928,Summer,France,Fencing,épée team men,Men,SILVER,1
amsterdam-1928,Summer,France,Rowing,pair-oared shell with coxswain men,Men,SILVER,1
amsterdam-1928,Summer,France,Sailing,8m mixed,Open,GOLD,1
amsterdam-1928,Summer,France,Water Polo,water polo men,Men,BRONZE,1
amsterdam-1928,Summer,France,Weightlifting,60-67.5kg lightweight men,Men,BRONZE,1
amsterdam-1928,Summer,France,Weightlifting,67.5-75kg middleweight men,Men,GOLD,1
amsterdam-1928,Summer,France,Weightlifting,75-82.5kg total lightheavyweight men,Men,SILVER,1
amsterdam-1928,Summer,France,Wrestling,"heavyweight, freestyle (>87 kilograms) men",Men,BRONZE,1
amsterdam-1928,Summer,France,Wrestling,"light-heavyweight, freestyle (≤87 kilograms) men",Men,BRONZE,1
amsterdam-1928,Summer,France,Wrestling,"lightweight, freestyle (≤66 kilograms) men",Men,SILVER,1
amsterdam-1928,Summer,Germany,Athletics,100m men,Men,BRONZE,1
amsterdam-1928,Summer,Germany,Athletics,200m men,Men,BRONZE,1
amsterdam-1928,Summer,Germany,Athletics,400m men,Men,BRONZE,1
amsterdam-1928,Summer,Germany,Athletics,4x100m relay men,Men,SILVER,1
amsterdam-1928,Summer,Germany,Athletics,4x100m relay women,Women,BRONZE,1
amsterdam-1928,Summer,Germany,Athletics,4x400m relay men,Men,SILVER,1
amsterdam-1928,Summer,Germany,Athletics,800m men,Men,BRONZE,1
amsterdam-1928,Summer,Germany,Athletics,800m women,Women,GOLD,1
amsterdam-1928,Summer,Germany,Athletics,shot put men,Men,BRONZE,1
amsterdam-1928,Summer,Germany,Boxing,7257  7938kg lightheavyweight men,Men,SILVER,1
amsterdam-1928,Summer,Germany,Cycling Track,2000m tandem men,Men,BRONZE,1
amsterdam-1928,Summer,Germany,Equestrian,individual mixed,Men,BRONZE,1
amsterdam-1928,Summer,Germany,Equestrian,individual mixed,Men,GOLD,1
amsterdam-1928,Summer,Germany,Equestrian,team mixed,Men,GOLD,1
amsterdam-1928,Summer,Germany,Fencing,foil individual men,Men,SILVER,1
amsterdam-1928,Summer,Germany,Fencing,foil individual women,Women,BRONZE,1
amsterdam-1928,Summer,Germany,Fencing,foil individual women,Women,GOLD,1
amsterdam-1928,Summer,Germany,Hockey,hockey men,Men,BRONZE,1
amsterdam-1928,Summer,Germany,Modern Pentathlon,individual competition men,Men,BRONZE,1
amsterdam-1928,Summer,Germany,Rowing,pair without coxswain 2 men,Men,GOLD,1
amsterdam-1928,Summer,Germany,Swimming,200m breaststroke men,Men,SILVER,1
amsterdam-1928,Summer,Germany,Swimming,200m breaststroke women,Women,BRONZE,1
amsterdam-1928,Summer,Germany,Swimming,200m breaststroke women,Women,GOLD,1
amsterdam-1928,Summer,Germany,Water Polo,water polo men,Men,GOLD,1
amsterdam-1928,Summer,Germany,Weightlifting,60-67.5kg lightweight men,Men,GOLD,1
amsterdam-1928,Summer,Germany,Weightlifting,60kg featherweight men,Men,BRONZE,1
amsterdam-1928,Summer,Germany,Weightlifting,82.5kg heavyweight men,Men,GOLD,1
amsterdam-1928,Summer,Germany,Wrestling,"bantamweight, greco-roman (≤58 kilograms) men",Men,GOLD,1
amsterdam-1928,Summer,Germany,Wrestling,"heavyweight, greco-roman (>82.5 kilograms) men",Men,BRONZE,1
amsterdam-1928,Summer,Germany,Wrestling,"light-heavyweight, greco-roman (≤82.5 kilograms) men",Men,SILVER,1
amsterdam-1928,Summer,Germany,Wrestling,"lightweight, greco-roman (≤67.5 kilograms) men",Men,SILVER,1
amsterdam-1928,Summer,Great Britain,Artistic Gymnastics,team competition women,Women,BRONZE,1
amsterdam-1928,Summer,Great Britain,Athletics,100m men,Men,SILVER,1
amsterdam-1928,Summer,Great Britain,Athletics,200m men,Men,SILVER,1
amsterdam-1928,Summer,Great Britain,Athletics,400m hurdles men,Men,GOLD,1
amsterdam-1928,Summer,Great Britain,Athletics,4x100m relay men,Men,BRONZE,1
amsterdam-1928,Summer,Great Britain,Athletics,800m men,Men,GOLD,1
amsterdam-1928,Summer,Great Britain,Cycling Road,individual time trial men,Men,SILVER,1
amsterdam-1928,Summer,Great Britain,Cycling Road,team time trial men,Men,SILVER,1
amsterdam-1928,Summer,Great Britain,Cycling Track,2000m tandem men,Men,SILVER,1
amsterdam-1928,Summer,Great Britain,Cycling Track,team pursuit 4000m men,Men,BRONZE,1
amsterdam-1928,Summer,Great Britain,Fencing,foil individual women,Women,SILVER,1
amsterdam-1928,Summer,Great Britain,Rowing,eight with coxswain 8 men,Men,SILVER,1
amsterdam-1928,Summer,Great Britain,Rowing,four without coxswain 4 men,Men,GOLD,1
amsterdam-1928,Summer,Great Britain,Rowing,pair without coxswain 2 men,Men,SILVER,1
amsterdam-1928,Summer,Great Britain,Rowing,single sculls 1x men,Men,BRONZE,1
amsterdam-1928,Summer,Great Britain,Swimming,100m backstroke women,Women,BRONZE,1
amsterdam-1928,Summer,Great Britain,Swimming,100m backstroke women,Women,SILVER,1
amsterdam-1928,Summer,Great Britain,Swimming,100m freestyle women,Women,BRONZE,1
amsterdam-1928,Summer,Great Britain,Swimming,4x100m freestyle relay women,Women,SILVER,1
amsterdam-1928,Summer,Great Britain,Wrestling,"middleweight, freestyle (≤79 kilograms) men",Men,BRONZE,1
amsterdam-1928,Summer,Haiti,Athletics,long jump men,Men,SILVER,1
amsterdam-1928,Summer,Hungary,Athletics,javelin throw men,Men,SILVER,1
amsterdam-1928,Summer,Hungary,Boxing,508kg flyweight men,Men,GOLD,1
amsterdam-1928,Summer,Hungary,Fencing,sabre individual men,Men,GOLD,1
amsterdam-1928,Summer,Hungary,Fencing,sabre individual men,Men,SILVER,1
amsterdam-1928,Summer,Hungary,Fencing,sabre team men,Men,GOLD,1
amsterdam-1928,Summer,Hungary,Swimming,100m freestyle men,Men,SILVER,1
amsterdam-1928,Summer,Hungary,Water Polo,water polo men,Men,SILVER,1
amsterdam-1928,Summer,Hungary,Wrestling,"lightweight, greco-roman (≤67.5 kilograms) men",Men,GOLD,1
amsterdam-1928,Summer,Hungary,Wrestling,"middleweight, greco-roman (≤75 kilograms) men",Men,SILVER,1
amsterdam-1928,Summer,India,Hockey,hockey men,Men,GOLD,1
amsterdam-1928,Summer,Ireland,Athletics,hammer throw men,Men,GOLD,1
amsterdam-1928,Summer,Italy,Artistic Gymnastics,horizontal bar men,Men,SILVER,1
amsterdam-1928,Summer,Italy,Artistic Gymnastics,team competition women,Women,SILVER,1
